0.85714286;1582
0.85714286;1583
0.83333333;1572
0.83333333;1573
0.8;1706
0.8;1707
0.8;1708
0.8;1709
0.8;1710
0.8;1711
0.8;1712
0.8;1713
0.8;1924
0.8;1925
0.8;1926
0.8;1927
0.8;1928
0.8;1929
0.8;1930
0.8;1931
0.78947368;1407
0.78947368;1408
0.78947368;1409
0.78947368;1410
0.78947368;1411
0.78947368;1417
0.78947368;1418
0.78947368;1419
0.78947368;1420
0.78947368;1421
0.77777778;1412
0.77777778;1422
0.77777778;1576
0.77777778;1577
0.77777778;1578
0.77777778;1579
0.77777778;1580
0.77777778;1581
0.76470588;1413
0.76470588;1423
0.76470588;1557
0.76470588;1558
0.76470588;1559
0.76470588;1560
0.76470588;1561
0.76190476;1427
0.76190476;1428
0.76190476;1429
0.76190476;1430
0.76190476;1431
0.75;1404
0.75;1405
0.75;1406
0.75;1414
0.75;1415
0.75;1416
0.75;1432
0.75;1537
0.75;1538
0.75;1539
0.75;1540
0.75;1541
0.75;1547
0.75;1548
0.75;1549
0.75;1550
0.75;1551
0.75;1562
0.75;1566
0.75;1567
0.75;1568
0.75;1569
0.75;1570
0.75;1571
0.75;1696
0.75;1697
0.75;1698
0.75;1699
0.75;1700
0.75;1701
0.75;1702
0.75;1703
0.75;1704
0.75;1705
0.75;1824
0.75;1825
0.75;1826
0.75;1827
0.75;1828
0.75;1829
0.75;1830
0.75;1831
0.75;1832
0.75;1833
0.75;1834
0.75;1835
0.75;1836
0.75;1837
0.75;1838
0.75;1839
0.75;1840
0.75;1841
0.75;1842
0.75;1843
0.75;1844
0.75;1845
0.75;1846
0.75;1847
0.75;1848
0.75;1849
0.75;1850
0.75;1851
0.75;1852
0.75;1853
0.75;1854
0.75;1855
0.75;1856
0.75;1857
0.75;1858
0.75;1859
0.75;1860
0.75;1861
0.75;1862
0.75;1863
0.75;1864
0.75;1865
0.75;1866
0.75;1867
0.75;1868
0.75;1869
0.75;1870
0.75;1871
0.75;1872
0.75;1873
0.75;1874
0.75;1875
0.75;1876
0.75;1877
0.75;1878
0.75;1879
0.75;1880
0.75;1881
0.75;1882
0.75;1883
0.75;1884
0.75;1885
0.75;1886
0.75;1887
0.75;1888
0.75;1889
0.75;1890
0.75;1891
0.75;1892
0.75;1893
0.75;1894
0.75;1895
0.75;1896
0.75;1897
0.75;1898
0.75;1899
0.75;1900
0.75;1901
0.75;1902
0.75;1903
0.75;1904
0.75;1905
0.75;1906
0.75;1907
0.75;1908
0.75;1909
0.75;1910
0.75;1911
0.75;1912
0.75;1913
0.75;1914
0.75;1915
0.75;1916
0.75;1917
0.75;1918
0.75;1919
0.75;1920
0.75;1921
0.75;1922
0.75;1923
0.75;1932
0.75;1933
0.73913043;1257
0.73913043;1258
0.73913043;1259
0.73913043;1260
0.73913043;1261
0.73684211;802
0.73684211;1433
0.73333333;1542
0.73333333;1543
0.73333333;1552
0.73333333;1553
0.73333333;1563
0.72727273;798
0.72727273;799
0.72727273;1157
0.72727273;1158
0.72727273;1159
0.72727273;1160
0.72727273;1161
0.72727273;1262
0.72727273;1267
0.72727273;1268
0.72727273;1269
0.72727273;1270
0.72727273;1271
0.72727273;1287
0.72727273;1288
0.72727273;1289
0.72727273;1290
0.72727273;1291
0.72727273;1297
0.72727273;1298
0.72727273;1299
0.72727273;1300
0.72727273;1301
0.72727273;1424
0.72727273;1425
0.72727273;1426
0.72727273;1565
0.72222222;792
0.72222222;932
0.72222222;1554
0.72222222;1555
0.72222222;1556
0.71428571;402
0.71428571;532
0.71428571;662
0.71428571;788
0.71428571;789
0.71428571;800
0.71428571;801
0.71428571;928
0.71428571;929
0.71428571;1092
0.71428571;1162
0.71428571;1172
0.71428571;1247
0.71428571;1248
0.71428571;1249
0.71428571;1250
0.71428571;1251
0.71428571;1272
0.71428571;1292
0.71428571;1302
0.71428571;1387
0.71428571;1388
0.71428571;1389
0.71428571;1390
0.71428571;1391
0.71428571;1442
0.71428571;1443
0.71428571;1677
0.71428571;1678
0.71428571;1679
0.71428571;1680
0.71428571;1681
0.71428571;1687
0.71428571;1688
0.71428571;1689
0.71428571;1690
0.71428571;1691
0.71428571;1694
0.71428571;1695
0.70833333;398
0.70833333;399
0.70833333;528
0.70833333;529
0.70833333;658
0.70833333;659
0.70833333;1086
0.70833333;1087
0.70833333;1088
0.70833333;1089
0.70833333;1254
0.70833333;1255
0.70833333;1256
0.70588235;803
0.70588235;922
0.70588235;1072
0.70588235;1527
0.70588235;1528
0.70588235;1529
0.70588235;1530
0.70588235;1531
0.70588235;1534
0.70588235;1535
0.70588235;1536
0.70588235;1544
0.70588235;1545
0.70588235;1546
0.7;790
0.7;791
0.7;918
