9560;-1000;1;1;0;;
8560;-1000;1;1;0;;
9320;760;2;0;2;;
10080;760;;0;0;;
10840;760;;0;0;;
9840;-1000;;0;0;;
8840;-1000;1;1;0;;
7840;-1000;1;1;0;;
6840;-1000;1;1;0;;
5840;-1000;1;1;0;;
6600;760;2;0;2;;
7360;760;;0;0;;
6360;-1000;;0;0;;
5360;-1000;1;1;0;;
6120;760;2;0;2;;
5120;-1000;;0;0;;
4120;-1000;1;1;0;;
3120;-1000;1;1;0;;
2120;-1000;1;1;0;;
2880;760;2;0;2;;
1880;-1000;;0;0;;
2640;760;2;0;2;;
3400;760;;0;0;;
4160;760;;0;0;;
4920;760;;0;0;;
5680;760;;0;0;;
6440;760;;0;0;;
7200;760;;0;0;;
6200;-1000;;0;0;;
5200;-1000;1;1;0;;
4200;-1000;1;1;0;;
3200;-1000;1;1;0;;
3960;760;2;0;2;;
4720;760;;0;0;;
3720;-1000;;0;0;;
4480;760;2;0;2;;
5240;760;;0;0;;
6000;760;;0;0;;
6760;760;;0;0;;
5760;-1000;;0;0;;
6520;760;2;0;2;;
7280;760;;0;0;;
8040;760;;0;0;;
8800;760;;0;0;;
9560;760;;0;0;;
10320;760;;0;0;;
11080;760;;0;0;;
11840;760;;0;0;;
12600;760;;0;0;;
13360;760;;0;0;;
12360;-1000;;0;0;;
13120;760;2;0;2;;
13880;760;;0;0;;
12880;-1000;;0;0;;
11880;-1000;1;1;0;;
12640;760;2;0;2;;
11640;-1000;;0;0;;
10640;-1000;1;1;0;;
11400;760;2;0;2;;
12160;760;;0;0;;
11160;-1000;;0;0;;
10160;-1000;1;1;0;;
10920;760;2;0;2;;
11680;760;;0;0;;
12440;760;;0;0;;
11440;-1000;;0;0;;
12200;760;2;0;2;;
11200;-1000;;0;0;;
11960;760;2;0;2;;
12720;760;;0;0;;
11720;-1000;;0;0;;
10720;-1000;1;1;0;;
11480;760;2;0;2;;
12240;760;;0;0;;
13000;760;;0;0;;
13760;760;;0;0;;
12760;-1000;;0;0;;
11760;-1000;1;1;0;;
10760;-1000;1;1;0;;
11520;760;2;0;2;;
10520;-1000;;0;0;;
11280;760;2;0;2;;
10280;-1000;;0;0;;
11040;760;2;0;2;;
10040;-1000;;0;0;;
10800;760;2;0;2;;
11560;760;;0;0;;
10560;-1000;;0;0;;
11320;760;2;0;2;;
10320;-1000;;0;0;;
11080;760;2;0;2;;
11840;760;;0;0;;
12600;760;;0;0;;
13360;760;;0;0;;
14120;760;;0;0;;
14880;760;;0;0;;
13880;-1000;;0;0;;
12880;-1000;1;1;0;;
11880;-1000;1;1;0;;
12640;760;2;0;2;;
11640;-1000;;0;0;;
10640;-1000;1;1;0;;
11400;760;2;0;2;;
12160;760;;0;0;;
11160;-1000;;0;0;;
11920;760;2;0;2;;
10920;-1000;;0;0;;
11680;760;2;0;2;;
10680;-1000;;0;0;;
11440;760;2;0;2;;
10440;-1000;;0;0;;
11200;760;2;0;2;;
11960;760;;0;0;;
10960;-1000;;0;0;;
11720;760;2;0;2;;
12480;760;;0;0;;
13240;760;;0;0;;
12240;-1000;;0;0;;
11240;-1000;1;1;0;;
10240;-1000;1;1;0;;
11000;760;2;0;2;;
10000;-1000;;0;0;;
10760;760;2;0;2;;
11520;760;;0;0;;
12280;760;;0;0;;
13040;760;;0;0;;
12040;-1000;;0;0;;
12800;760;2;0;2;;
13560;760;;0;0;;
14320;760;;0;0;;
15080;760;;0;0;;
15840;760;;0;0;;
16600;760;;0;0;;
15600;-1000;;0;0;;
16360;760;2;0;2;;
17120;760;;0;0;;
17880;760;;0;0;;
16880;-1000;;0;0;;
15880;-1000;1;1;0;;
16640;760;2;0;2;;
17400;760;;0;0;;
16400;-1000;;0;0;;
17160;760;2;0;2;;
17920;760;;0;0;;
18680;760;;0;0;;
17680;-1000;;0;0;;
16680;-1000;1;1;0;;
17440;760;2;0;2;;
18200;760;;0;0;;
18960;760;;0;0;;
19720;760;;0;0;;
18720;-1000;;0;0;;
17720;-1000;1;1;0;;
16720;-1000;1;1;0;;
17480;760;2;0;2;;
18240;760;;0;0;;
17240;-1000;;0;0;;
16240;-1000;1;1;0;;
15240;-1000;1;1;0;;
14240;-1000;1;1;0;;
15000;760;2;0;2;;
14000;-1000;;0;0;;
14760;760;2;0;2;;
13760;-1000;;0;0;;
14520;760;2;0;2;;
13520;-1000;;0;0;;
14280;760;2;0;2;;
15040;760;;0;0;;
15800;760;;0;0;;
14800;-1000;;0;0;;
13800;-1000;1;1;0;;
12800;-1000;1;1;0;;
13560;760;2;0;2;;
12560;-1000;;0;0;;
13320;760;2;0;2;;
14080;760;;0;0;;
14840;760;;0;0;;
13840;-1000;;0;0;;
12840;-1000;1;1;0;;
13600;760;;0;0;;
12600;-1000;;0;0;;
13360;760;2;0;2;;
14120;760;;0;0;;
14880;760;;0;0;;
15640;760;;0;0;;
16400;760;;0;0;;
17160;760;;0;0;;
16160;-1000;;0;0;;
15160;-1000;1;1;0;;
15920;760;2;0;2;;
14920;-1000;;0;0;;
15680;760;2;0;2;;
14680;-1000;;0;0;;
15440;760;2;0;2;;
16200;760;;0;0;;
16960;760;;0;0;;
17720;760;;0;0;;
18480;760;;0;0;;
17480;-1000;;0;0;;
18240;760;2;0;2;;
19000;760;;0;0;;
19760;760;;0;0;;
20520;760;;0;0;;
21280;760;;0;0;;
22040;760;;0;0;;
22800;760;;0;0;;
21800;-1000;;0;0;;
20800;-1000;1;1;0;;
21560;760;2;0;2;;
20560;-1000;;0;0;;
21320;760;2;0;2;;
22080;760;;0;0;;
21080;-1000;;0;0;;
21840;760;2;0;2;;
22600;760;;0;0;;
23360;760;;0;0;;
24120;760;;0;0;;
23120;-1000;;0;0;;
22120;-1000;1;1;0;;
21120;-1000;1;1;0;;
20120;-1000;1;1;0;;
20880;760;2;0;2;;
21640;760;;0;0;;
22400;760;;0;0;;
23160;760;;0;0;;
22160;-1000;;0;0;;
21160;-1000;1;1;0;;
21920;760;2;0;2;;
22680;760;;0;0;;
23440;760;;0;0;;
22440;-1000;;0;0;;
21440;-1000;1;1;0;;
20440;-1000;1;1;0;;
21200;760;2;0;2;;
20200;-1000;;0;0;;
19200;-1000;1;1;0;;
19960;760;2;0;2;;
20720;760;;0;0;;
19720;-1000;;0;0;;
18720;-1000;1;1;0;;
17720;-1000;1;1;0;;
16720;-1000;1;1;0;;
17480;760;2;0;2;;
16480;-1000;;0;0;;
17240;760;2;0;2;;
18000;760;;0;0;;
17000;-1000;;0;0;;
17760;760;2;0;2;;
16760;-1000;;0;0;;
17520;760;2;0;2;;
18280;760;;0;0;;
17280;-1000;;0;0;;
16280;-1000;1;1;0;;
17040;760;2;0;2;;
17800;760;;0;0;;
16800;-1000;;0;0;;
17560;760;2;0;2;;
16560;-1000;;0;0;;
15560;-1000;1;1;0;;
14560;-1000;1;1;0;;
15320;760;2;0;2;;
14320;-1000;;0;0;;
13320;-1000;1;1;0;;
12320;-1000;1;1;0;;
13080;760;2;0;2;;
12080;-1000;;0;0;;
11080;-1000;1;1;0;;
11840;760;2;0;2;;
10840;-1000;;0;0;;
11600;760;2;0;2;;
10600;-1000;;0;0;;
11360;760;2;0;2;;
10360;-1000;;0;0;;
11120;760;2;0;2;;
11880;760;;0;0;;
12640;760;;0;0;;
11640;-1000;;0;0;;
12400;760;2;0;2;;
11400;-1000;;0;0;;
12160;760;2;0;2;;
12920;760;;0;0;;
13680;760;;0;0;;
12680;-1000;;0;0;;
13440;760;2;0;2;;
12440;-1000;;0;0;;
11440;-1000;1;1;0;;
12200;760;2;0;2;;
11200;-1000;;0;0;;
11960;760;2;0;2;;
12720;760;;0;0;;
13480;760;;0;0;;
12480;-1000;;0;0;;
13240;760;2;0;2;;
13240;0;;0;0;;
14000;760;;0;0;;
14760;760;;0;0;;
15520;760;;0;0;;
16280;760;;0;0;;
17040;760;;0;0;;
17800;760;;0;0;;
16800;-1000;;0;0;;
17560;760;2;0;2;;
16560;-1000;;0;0;;
17320;760;2;0;2;;
18080;760;;0;0;;
18840;760;;0;0;;
19600;760;;0;0;;
20360;760;;0;0;;
21120;760;;0;0;;
20120;-1000;;0;0;;
19120;-1000;1;1;0;;
19880;760;2;0;2;;
18880;-1000;;0;0;;
17880;-1000;1;1;0;;
18640;760;2;0;2;;
19400;760;;0;0;;
18400;-1000;;0;0;;
19160;760;2;0;2;;
18160;-1000;;0;0;;
18920;760;2;0;2;;
17920;-1000;;0;0;;
18680;760;2;0;2;;
19440;760;;0;0;;
20200;760;;0;0;;
20960;760;;0;0;;
21720;760;;0;0;;
22480;760;;0;0;;
23240;760;;0;0;;
24000;760;;0;0;;
24760;760;;0;0;;
25520;760;;0;0;;
26280;760;;0;0;;
27040;760;;0;0;;
27800;760;;0;0;;
28560;760;;0;0;;
27560;-1000;;0;0;;
26560;-1000;1;1;0;;
27320;760;2;0;2;;
26320;-1000;;0;0;;
27080;760;2;0;2;;
27840;760;;0;0;;
26840;-1000;;0;0;;
25840;-1000;1;1;0;;
26600;760;2;0;2;;
27360;760;;0;0;;
28120;760;;0;0;;
28880;760;;0;0;;
27880;-1000;;0;0;;
27880;0;;0;0;;
26880;-1000;;0;0;;
27640;760;2;0;2;;
28400;760;;0;0;;
27400;-1000;;0;0;;
26400;-1000;1;1;0;;
25400;-1000;1;1;0;;
26160;760;2;0;2;;
25160;-1000;;0;0;;
25920;760;2;0;2;;
26680;760;;0;0;;
25680;-1000;;0;0;;
26440;760;2;0;2;;
25440;-1000;;0;0;;
26200;760;2;0;2;;
25200;-1000;;0;0;;
25960;760;2;0;2;;
24960;-1000;;0;0;;
23960;-1000;1;1;0;;
24720;760;2;0;2;;
25480;760;;0;0;;
24480;-1000;;0;0;;
23480;-1000;1;1;0;;
24240;760;2;0;2;;
25000;760;;0;0;;
24000;-1000;;0;0;;
24760;760;2;0;2;;
23760;-1000;;0;0;;
22760;-1000;1;1;0;;
21760;-1000;1;1;0;;
22520;760;2;0;2;;
21520;-1000;;0;0;;
22280;760;2;0;2;;
23040;760;;0;0;;
22040;-1000;;0;0;;
21040;-1000;1;1;0;;
20040;-1000;1;1;0;;
20800;760;2;0;2;;
21560;760;;0;0;;
22320;760;;0;0;;
23080;760;;0;0;;
23840;760;;0;0;;
24600;760;;0;0;;
25360;760;;0;0;;
26120;760;;0;0;;
25120;-1000;;0;0;;
25880;760;2;0;2;;
24880;-1000;;0;0;;
24880;0;;0;0;;
25640;760;;0;0;;
24640;-1000;;0;0;;
23640;-1000;1;1;0;;
22640;-1000;1;1;0;;
23400;760;2;0;2;;
24160;760;;0;0;;
24920;760;;0;0;;
23920;-1000;;0;0;;
24680;760;2;0;2;;
25440;760;;0;0;;
26200;760;;0;0;;
26960;760;;0;0;;
25960;-1000;;0;0;;
24960;-1000;1;1;0;;
23960;-1000;1;1;0;;
22960;-1000;1;1;0;;
23720;760;2;0;2;;
24480;760;;0;0;;
25240;760;;0;0;;
24240;-1000;;0;0;;
25000;760;2;0;2;;
25760;760;;0;0;;
26520;760;;0;0;;
27280;760;;0;0;;
28040;760;;0;0;;
27040;-1000;;0;0;;
27800;760;2;0;2;;
26800;-1000;;0;0;;
27560;760;2;0;2;;
26560;-1000;;0;0;;
27320;760;2;0;2;;
28080;760;;0;0;;
28840;760;;0;0;;
29600;760;;0;0;;
30360;760;;0;0;;
29360;-1000;;0;0;;
30120;760;2;0;2;;
30880;760;;0;0;;
31640;760;;0;0;;
32400;760;;0;0;;
33160;760;;0;0;;
32160;-1000;;0;0;;
32920;760;2;0;2;;
31920;-1000;;0;0;;
32680;760;2;0;2;;
31680;-1000;;0;0;;
30680;-1000;1;1;0;;
31440;760;2;0;2;;
32200;760;;0;0;;
32960;760;;0;0;;
31960;-1000;;0;0;;
30960;-1000;1;1;0;;
31720;760;2;0;2;;
32480;760;;0;0;;
33240;760;;0;0;;
32240;-1000;;0;0;;
33000;760;2;0;2;;
32000;-1000;;0;0;;
32000;0;;0;0;;
31000;-1000;;0;0;;
30000;-1000;1;1;0;;
30760;760;2;0;2;;
31520;760;;0;0;;
32280;760;;0;0;;
33040;760;;0;0;;
32040;-1000;;0;0;;
32800;760;2;0;2;;
31800;-1000;;0;0;;
30800;-1000;1;1;0;;
31560;760;2;0;2;;
32320;760;;0;0;;
31320;-1000;;0;0;;
32080;760;2;0;2;;
31080;-1000;;0;0;;
30080;-1000;1;1;0;;
29080;-1000;1;1;0;;
28080;-1000;1;1;0;;
28840;760;2;0;2;;
29600;760;;0;0;;
30360;760;;0;0;;
31120;760;;0;0;;
31880;760;;0;0;;
30880;-1000;;0;0;;
29880;-1000;1;1;0;;
30640;760;2;0;2;;
31400;760;;0;0;;
32160;760;;0;0;;
32920;760;;0;0;;
33680;760;;0;0;;
34440;760;;0;0;;
35200;760;;0;0;;
34200;-1000;;0;0;;
33200;-1000;1;1;0;;
33960;760;2;0;2;;
32960;-1000;;0;0;;
33720;760;2;0;2;;
32720;-1000;;0;0;;
31720;-1000;1;1;0;;
32480;760;2;0;2;;
31480;-1000;;0;0;;
30480;-1000;1;1;0;;
29480;-1000;1;1;0;;
28480;-1000;1;1;0;;
27480;-1000;1;1;0;;
26480;-1000;1;1;0;;
25480;-1000;1;1;0;;
26240;760;2;0;2;;
27000;760;;0;0;;
27760;760;;0;0;;
28520;760;;0;0;;
29280;760;;0;0;;
28280;-1000;;0;0;;
27280;-1000;1;1;0;;
28040;760;2;0;2;;
27040;-1000;;0;0;;
26040;-1000;1;1;0;;
26800;760;2;0;2;;
27560;760;;0;0;;
26560;-1000;;0;0;;
27320;760;2;0;2;;
28080;760;;0;0;;
27080;-1000;;0;0;;
27840;760;2;0;2;;
26840;-1000;;0;0;;
25840;-1000;1;1;0;;
26600;760;2;0;2;;
25600;-1000;;0;0;;
26360;760;2;0;2;;
27120;760;;0;0;;
27880;760;;0;0;;
28640;760;;0;0;;
27640;-1000;;0;0;;
28400;760;2;0;2;;
29160;760;;0;0;;
28160;-1000;;0;0;;
27160;-1000;1;1;0;;
27920;760;2;0;2;;
26920;-1000;;0;0;;
25920;-1000;1;1;0;;
24920;-1000;1;1;0;;
25680;760;2;0;2;;
26440;760;;0;0;;
25440;-1000;;0;0;;
26200;760;2;0;2;;
25200;-1000;;0;0;;
25960;760;2;0;2;;
26720;760;;0;0;;
27480;760;;0;0;;
26480;-1000;;0;0;;
27240;760;2;0;2;;
28000;760;;0;0;;
27000;-1000;;0;0;;
27760;760;2;0;2;;
26760;-1000;;0;0;;
25760;-1000;1;1;0;;
24760;-1000;1;1;0;;
25520;760;2;0;2;;
26280;760;;0;0;;
25280;-1000;;0;0;;
26040;760;2;0;2;;
26800;760;;0;0;;
25800;-1000;;0;0;;
26560;760;2;0;2;;
27320;760;;0;0;;
26320;-1000;;0;0;;
27080;760;2;0;2;;
27840;760;;0;0;;
26840;-1000;;0;0;;
27600;760;2;0;2;;
28360;760;;0;0;;
27360;-1000;;0;0;;
28120;760;2;0;2;;
27120;-1000;;0;0;;
26120;-1000;1;1;0;;
26880;760;2;0;2;;
25880;-1000;;0;0;;
26640;760;2;0;2;;
27400;760;;0;0;;
28160;760;;0;0;;
28920;760;;0;0;;
27920;-1000;;0;0;;
26920;-1000;1;1;0;;
27680;760;2;0;2;;
28440;760;;0;0;;
29200;760;;0;0;;
28200;-1000;;0;0;;
28960;760;2;0;2;;
27960;-1000;;0;0;;
28720;760;2;0;2;;
29480;760;;0;0;;
30240;760;;0;0;;
29240;-1000;;0;0;;
28240;-1000;1;1;0;;
29000;760;2;0;2;;
28000;-1000;;0;0;;
28760;760;2;0;2;;
29520;760;;0;0;;
28520;-1000;;0;0;;
29280;760;2;0;2;;
28280;-1000;;0;0;;
29040;760;2;0;2;;
29040;0;;0;0;;
29800;760;;0;0;;
30560;760;;0;0;;
31320;760;;0;0;;
30320;-1000;;0;0;;
29320;-1000;1;1;0;;
30080;760;2;0;2;;
30840;760;;0;0;;
29840;-1000;;0;0;;
30600;760;2;0;2;;
29600;-1000;;0;0;;
28600;-1000;1;1;0;;
27600;-1000;1;1;0;;
28360;760;2;0;2;;
27360;-1000;;0;0;;
26360;-1000;1;1;0;;
27120;760;2;0;2;;
27880;760;;0;0;;
26880;-1000;;0;0;;
27640;760;2;0;2;;
26640;-1000;;0;0;;
27400;760;2;0;2;;
26400;-1000;;0;0;;
27160;760;2;0;2;;
27920;760;;0;0;;
28680;760;;0;0;;
29440;760;;0;0;;
30200;760;;0;0;;
30960;760;;0;0;;
31720;760;;0;0;;
30720;-1000;;0;0;;
31480;760;2;0;2;;
32240;760;;0;0;;
33000;760;;0;0;;
32000;-1000;;0;0;;
32760;760;2;0;2;;
33520;760;;0;0;;
34280;760;;0;0;;
35040;760;;0;0;;
35800;760;;0;0;;
36560;760;;0;0;;
37320;760;;0;0;;
38080;760;;0;0;;
38840;760;;0;0;;
39600;760;;0;0;;
40360;760;;0;0;;
41120;760;;0;0;;
41880;760;;0;0;;
40880;-1000;;0;0;;
41640;760;2;0;2;;
42400;760;;0;0;;
41400;-1000;;0;0;;
40400;-1000;1;1;0;;
39400;-1000;1;1;0;;
38400;-1000;1;1;0;;
37400;-1000;1;1;0;;
38160;760;2;0;2;;
38920;760;;0;0;;
37920;-1000;;0;0;;
38680;760;2;0;2;;
39440;760;;0;0;;
38440;-1000;;0;0;;
39200;760;2;0;2;;
39960;760;;0;0;;
38960;-1000;;0;0;;
38960;0;;0;0;;
39720;760;;0;0;;
38720;-1000;;0;0;;
39480;760;2;0;2;;
40240;760;;0;0;;
39240;-1000;;0;0;;
38240;-1000;1;1;0;;
37240;-1000;1;1;0;;
38000;760;2;0;2;;
37000;-1000;;0;0;;
37760;760;2;0;2;;
38520;760;;0;0;;
39280;760;;0;0;;
40040;760;;0;0;;
40800;760;;0;0;;
41560;760;;0;0;;
42320;760;;0;0;;
41320;-1000;;0;0;;
40320;-1000;1;1;0;;
41080;760;2;0;2;;
41840;760;;0;0;;
40840;-1000;;0;0;;
41600;760;2;0;2;;
42360;760;;0;0;;
43120;760;;0;0;;
42120;-1000;;0;0;;
41120;-1000;1;1;0;;
40120;-1000;1;1;0;;
39120;-1000;1;1;0;;
39880;760;2;0;2;;
40640;760;;0;0;;
39640;-1000;;0;0;;
38640;-1000;1;1;0;;
39400;760;2;0;2;;
38400;-1000;;0;0;;
39160;760;2;0;2;;
;;;132;196;;
;;;132000;148960;-16960;(optimaliser mønsteret)
