80;0;0;0;0
-20;0;0;0;0
60;0;0;0;0
-40;0;0;0;0
40;0;0;0;0
120;0;0;0;0
20;0;0;0;0
100;0;0;0;0
180;0;0;0;0
80;0;0;0;0
160;0;0;0;0
60;0;0;0;0
-40;0;0;0;0
40;0;0;0;0
120;0;0;0;0
200;0;0;0;0
100;0;0;0;0
0;0;0;0;0
80;0;0;0;0
-20;0;0;0;0
60;0;0;0;0
-40;0;0;0;0
-140;0;0;0;0
-60;0;0;0;0
-160;0;0;0;0
-260;0;0;0;0
-180;0;0;0;0
-100;0;0;0;0
-20;0;0;0;0
-120;0;0;0;0
-40;0;0;0;0
-140;0;0;0;0
-60;0;0;0;0
20;0;0;0;0
100;0;0;0;0
180;0;0;0;0
80;0;0;0;0
-20;0;0;0;0
-120;0;0;0;0
-40;0;0;0;0
40;0;0;0;0
120;0;0;0;0
20;0;0;0;0
100;0.4;0;400;0
0;0.4;0;400;0
80;0.44;0;440;0
-20;0.44;0;440;0
60;0.44;0;440;0
140;0.44;0;440;0
40;0.44;0;440;0
120;0.44;0;440;0
20;0.44;0;440;0
-80;0.44;0;440;0
-180;0.44;0;440;0
-280;0.4;0;400;0
-380;0.36;0;360;0
-300;0.36;0;360;0
-400;0.36;0;360;0
-500;0.36;0.64;360;640
-600;0.36;0.64;360;640
-700;0.36;0.6;360;600
-800;0.36;0.56;360;560
-720;0.32;0.56;320;560
-820;0.32;0.56;320;560
-820;0.32;0.56;320;560
-740;0.36;0.56;360;560
-840;0.36;0.52;360;520
-760;0.36;0.52;360;520
-680;0.36;0.52;360;520
-780;0.36;0.52;360;520
-700;0.36;0.52;360;520
-620;0.4;0.52;400;520
-720;0.44;0.52;440;520
-820;0.44;0.52;440;520
-740;0.44;0.48;440;480
-660;0.44;0.48;440;480
-760;0.44;0.48;440;480
-680;0.44;0.48;440;480
-600;0.4;0.48;400;480
-520;0.4;0.48;400;480
-620;0.4;0.48;400;480
-540;0.4;0.48;400;480
-460;0.44;0.48;440;480
-380;0.44;0.44;440;440
-480;0.44;0.48;440;480
-400;0.44;0.44;440;440
-500;0.44;0.44;440;440
-420;0.48;0.44;480;440
-520;0.48;0.4;480;400
-440;0.52;0.4;520;400
-360;0.56;0.4;560;400
-280;0.56;0.4;560;400
-200;0.56;0.44;560;440
-120;0.56;0.44;560;440
-220;0.56;0.44;560;440
-320;0.56;0.44;560;440
-240;0.56;0.44;560;440
-160;0.6;0.44;600;440
-80;0.6;0.44;600;440
-180;0.64;0.44;640;440
-280;0.64;0.48;640;480
-200;0.64;0.48;640;480
-300;0.64;0.52;640;520
-400;0.64;0.52;640;520
-320;0.64;0.52;640;520
-420;0.64;0.52;640;520
-340;0.68;0.52;680;520
-260;0.68;0.52;680;520
-180;0.68;0.52;680;520
-100;0.72;0.52;720;520
-200;0.72;0.52;720;520
-120;0.72;0.52;720;520
-40;0.76;0.52;760;520
40;0.76;0.48;760;480
-60;0.76;0.52;760;520
20;0.76;0.48;760;480
100;0.8;0.48;800;480
180;0.8;0.52;800;520
80;0.84;0.52;840;520
160;0.84;0.52;840;520
60;0.84;0.52;840;520
-40;0.84;0.52;840;520
-140;0.84;0.48;840;480
-240;0.8;0.48;800;480
-160;0.8;0.44;800;440
-260;0.8;0.48;800;480
-180;0.8;0.44;800;440
-100;0.8;0.44;800;440
-200;0.8;0.44;800;440
-300;0.76;0.44;760;440
-400;0.72;0.44;720;440
-320;0.68;0.44;680;440
-240;0.72;0.44;720;440
-160;0.72;0.48;720;480
-80;0.72;0.48;720;480
0;0.72;0.48;720;480
-100;0.72;0.48;720;480
-20;0.68;0.48;680;480
60;0.68;0.52;680;520
140;0.68;0.56;680;560
40;0.68;0.56;680;560
-60;0.68;0.52;680;520
-160;0.68;0.48;680;480
-80;0.68;0.48;680;480
-180;0.68;0.48;680;480
-100;0.64;0.48;640;480
-20;0.64;0.48;640;480
60;0.64;0.48;640;480
140;0.64;0.48;640;480
220;0.64;0.52;640;520
120;0.64;0.52;640;520
20;0.64;0.52;640;520
100;0.68;0.52;680;520
180;0.68;0.48;680;480
180;0.68;0.48;680;480
260;0.68;0.48;680;480
160;0.68;0.52;680;520
240;0.68;0.52;680;520
140;0.68;0.52;680;520
40;0.68;0.52;680;520
120;0.64;0.52;640;520
200;0.64;0.52;640;520
280;0.64;0.52;640;520
180;0.64;0.56;640;560
80;0.64;0.52;640;520
160;0.64;0.48;640;480
240;0.64;0.48;640;480
320;0.64;0.48;640;480
220;0.68;0.48;680;480
120;0.64;0.48;640;480
200;0.64;0.52;640;520
280;0.6;0.52;600;520
360;0.6;0.56;600;560
440;0.6;0.6;600;600
520;0.6;0.6;600;600
600;0.64;0.6;640;600
680;0.68;0.6;680;600
760;0.68;0.6;680;600
840;0.72;0.6;720;600
920;0.72;0.6;720;600
1000;0.76;0.6;760;600
1080;0.76;0.64;760;640
980;0.8;0.64;800;640
880;0.76;0.64;760;640
780;0.76;0.64;760;640
680;0.76;0.6;760;600
760;0.76;0.56;760;560
840;0.76;0.56;760;560
920;0.72;0.56;720;560
820;0.72;0.56;720;560
900;0.72;0.56;720;560
800;0.72;0.56;720;560
880;0.72;0.56;720;560
780;0.72;0.56;720;560
680;0.68;0.56;680;560
580;0.68;0.56;680;560
480;0.64;0.56;640;560
380;0.64;0.6;640;600
460;0.6;0.6;600;600
360;0.6;0.6;600;600
440;0.6;0.6;600;600
520;0.56;0.6;560;600
600;0.56;0.6;560;600
