-100;0;0;0;0
-20;0;0;0;0
-120;0;0;0;0
-40;0;0;0;0
-140;0;0;0;0
-60;0;0;0;0
20;0;0;0;0
100;0;0;0;0
180;0;0;0;0
260;0;0;0;0
340;0;0;0;0
420;0;0;0;0
500;0;0;0;0
580;0;0;0;0
580;0;0;0;0
480;0;0;0;0
560;0;0;0;0
460;0;0;0;0
540;0;0;0;0
620;0;0;0;0
520;0;0;0;0
600;0;0;0;0
680;0;0;0;0
580;0;0;0;0
480;0;0;0;0
380;0;0;0;0
460;0;0;0;0
540;0;0;0;0
620;0;0;0;0
700;0;0;0;0
780;0;0;0;0
860;0;0;0;0
940;0;0;0;0
1020;0;0;0;0
920;0;0;0;0
820;0;0;0;0
820;0;0;0;0
900;0;0;0;0
800;0;0;0;0
700;0;0;0;0
780;0;0;0;0
860;0;0;0;0
760;0;0;0;0
840;0;0;0;0
920;0;0.64;0;640
820;0;0.64;0;640
900;0;0.64;0;640
800;0;0.68;0;680
880;0;0.68;0;680
780;0;0.68;0;680
680;0;0.68;0;680
580;0;0.68;0;680
660;0;0.64;0;640
560;0;0.64;0;640
640;0;0.6;0;600
720;0;0.6;0;600
800;0;0.6;0;600
880;0;0.6;0;600
780;0.64;0.6;640;600
860;0.64;0.6;640;600
760;0.64;0.6;640;600
840;0.64;0.56;640;560
920;0.64;0.56;640;560
1000;0.68;0.56;680;560
1080;0.68;0.56;680;560
1160;0.68;0.56;680;560
1060;0.68;0.56;680;560
960;0.68;0.6;680;600
1040;0.64;0.6;640;600
1120;0.64;0.56;640;560
1200;0.64;0.56;640;560
1100;0.64;0.6;640;600
1180;0.64;0.56;640;560
1260;0.64;0.6;640;600
1160;0.64;0.64;640;640
1060;0.64;0.6;640;600
960;0.64;0.56;640;560
1040;0.64;0.52;640;520
940;0.64;0.52;640;520
1020;0.64;0.52;640;520
920;0.64;0.52;640;520
1000;0.64;0.52;640;520
1080;0.64;0.52;640;520
980;0.64;0.52;640;520
1060;0.6;0.52;600;520
1140;0.6;0.52;600;520
1040;0.6;0.52;600;520
1120;0.6;0.52;600;520
1020;0.6;0.56;600;560
1100;0.6;0.56;600;560
1180;0.64;0.56;640;560
1260;0.64;0.56;640;560
1160;0.64;0.56;640;560
1240;0.64;0.52;640;520
1320;0.64;0.56;640;560
1220;0.64;0.56;640;560
1300;0.64;0.56;640;560
1380;0.64;0.56;640;560
1280;0.64;0.56;640;560
1360;0.64;0.6;640;600
1440;0.64;0.6;640;600
1520;0.64;0.64;640;640
1420;0.64;0.64;640;640
1320;0.64;0.64;640;640
1220;0.64;0.6;640;600
1300;0.64;0.56;640;560
1380;0.64;0.56;640;560
1460;0.68;0.56;680;560
1360;0.68;0.6;680;600
1260;0.68;0.56;680;560
1340;0.68;0.52;680;520
1240;0.68;0.52;680;520
1320;0.68;0.56;680;560
1220;0.68;0.56;680;560
1300;0.68;0.52;680;520
1200;0.68;0.52;680;520
1280;0.68;0.56;680;560
1180;0.64;0.56;640;560
1260;0.6;0.56;600;560
1340;0.6;0.6;600;600
1240;0.6;0.64;600;640
1140;0.6;0.6;600;600
1040;0.6;0.56;600;560
1120;0.6;0.52;600;520
1200;0.6;0.56;600;560
1280;0.6;0.56;600;560
1180;0.6;0.56;600;560
1260;0.6;0.6;600;600
1340;0.6;0.6;600;600
1420;0.6;0.6;600;600
1320;0.6;0.6;600;600
1220;0.56;0.6;560;600
1300;0.56;0.64;560;640
1380;0.56;0.64;560;640
1460;0.56;0.64;560;640
1360;0.52;0.64;520;640
1440;0.52;0.64;520;640
1520;0.48;0.64;480;640
1600;0.48;0.64;480;640
1680;0.48;0.68;480;680
1760;0.48;0.72;480;720
1660;0.48;0.72;480;720
1560;0.48;0.76;480;760
1460;0.48;0.76;480;760
1540;0.44;0.76;440;760
1620;0.48;0.76;480;760
1520;0.48;0.76;480;760
1420;0.48;0.72;480;720
1320;0.48;0.72;480;720
1400;0.48;0.72;480;720
1480;0.48;0.72;480;720
1560;0.48;0.72;480;720
1460;0.48;0.72;480;720
1540;0.48;0.72;480;720
1620;0.48;0.72;480;720
1520;0.48;0.72;480;720
1420;0.48;0.72;480;720
1500;0.48;0.68;480;680
1580;0.48;0.68;480;680
1660;0.48;0.68;480;680
1560;0.48;0.68;480;680
1640;0.48;0.68;480;680
1720;0.48;0.68;480;680
1620;0.48;0.68;480;680
1520;0.44;0.68;440;680
1420;0.44;0.72;440;720
1320;0.44;0.72;440;720
1220;0.44;0.72;440;720
1300;0.4;0.72;400;720
1200;0.4;0.72;400;720
1280;0.4;0.68;400;680
1360;0.4;0.68;400;680
1440;0.4;0.68;400;680
1340;0.44;0.68;440;680
1420;0.44;0.68;440;680
1500;0.48;0.68;480;680
1580;0.48;0.68;480;680
1660;0.48;0.68;480;680
1560;0.48;0.68;480;680
1640;0.48;0.68;480;680
1720;0.48;0.64;480;640
1800;0.48;0.64;480;640
1700;0.48;0.64;480;640
1780;0.52;0.64;520;640
1680;0.52;0.6;520;600
1760;0.52;0.56;520;560
1660;0.52;0.56;520;560
1740;0.52;0.52;520;520
