2000;0;0
1996;0;0
1986;0;0
1963;0;0
1910;0;0
2011;0;0
2014;0;0
2010;0;0
2000;0;0
1977;0;0
1924;0;0
1799;0;0
1506;0;0
1931;0;0
1933;0;0
1930;0;0
1922;0;0
1935;0;0
1937;0;0
1934;0;0
1939;0;0
1936;0;0
1928;0;0
1941;0;0
1938;0;0
1930;0;0
1943;0;0
1940;0;0
1945;0;0
1942;0;0
1934;0;0
1947;0;0
1949;0;0
1946;0;0
1938;0;0
1951;0;0
1948;0;0
1953;0;0
1950;0;0
1955;0;0
1957;0;0
1959;0;0
1961;0;0
1958;0;0
1963;0;0
1960;0;0
1965;0;0
1967;0;0
1964;0;0
1956;0;0
1969;0;0
1971;0;0
1968;0;0
1973;0;0
1970;0;0
1975;0;0
1972;0;0
1964;0;0
1977;0;0
1979;0;0
1976;0;0
1968;0;0
1951;0;0
1983;0;0
1980;0;0
1972;0;0
1985;0;0
1987;0;0
1989;0;0
1986;0;0
1978;0;0
1991;0;0
1988;0;0
1993;0;0
1990;0;0
1995;0;0
1997;0;0
1999;0;0
1996;0;0
1988;0;0
1971;0;0
2003;0;0
2006;0;0
2009;0;0
2012;0;0
2015;0;0
2018;0;0
2021;0;0
2017;0;0
2007;0;0
2025;0;0.27
2028;0;0.28
2031;0;0.28
2027;0;0.3
2017;0;0.3
1994;0;0.3
2037;0;0.31
2040;0;0.31
2036;0;0.31
2043;0;0.33
2046;0;0.34
2042;0;0.35
2049;0;0.35
2052;0;0.36
2055;0;0.36
2051;0;0.36
2058;0;0.36
2054;0;0.37
2061;0;0.37
2057;0;0.38
2064;0;0.38
2060;0;0.38
2050;0;0.38
2027;0;0.39
1974;0;0.4
2075;0;0.4
2078;0;0.41
2074;0;0.42
2064;0;0.42
2082;0;0.42
2085;0;0.42
2081;0;0.42
2071;0;0.42
2089;0;0.42
2085;0;0.43
2092;0;0.44
2088;0;0.44
2095;0;0.44
2091;0;0.45
2081;0;0.47
2058;0;0.47
2101;0;0.47
2104;0;0.48
2100;0;0.49
2090;0;0.49
2108;0;0.49
2111;0;0.5
2114;0;0.5
2110;0;0.5
2117;0;0.5
2113;0;0.5
2103;0;0.5
2080;0;0.51
2027;0;0.52
2128;0;0.52
2131;0;0.52
2134;0;0.52
2130;0;0.52
2120;0;0.52
2138;0;0.52
2141;0;0.52
2137;0;0.52
2144;0;0.52
2147;0;0.53
2143;0;0.53
2150;0;0.53
2153;0;0.53
2156;0;0.53
2152;0;0.54
2159;0;0.54
2162;0;0.54
2158;0;0.54
2148;0;0.53
2166;0;0.53
2162;0;0.53
2169;0;0.53
2172;0;0.54
2168;0;0.55
2158;0;0.54
2135;0;0.54
2178;0;0.54
2181;0;0.54
2177;0;0.54
2167;0;0.54
2144;0;0.54
2187;0;0.54
2190;0;0.54
2186;0;0.54
2193;0;0.54
2196;0;0.55
2199;0;0.55
2202;0;0.56
2198;0;0.56
2205;0;0.55
2208;0;0.55
2211;0;0.55
2214;0;0.55
2217;0;0.55
2213;0;0.55
2203;0;0.54
2180;0.53;0.53
2127;0.53;0.53
2228;0.53;0.53
2231;0.54;0.52
2227;0.55;0.52
2217;0.55;0.52
2194;0.55;0.53
2141;0.55;0.53
2242;0.54;0.53
2245;0.55;0.54
2241;0.55;0.54
2248;0.55;0.54
2251;0.55;0.54
2247;0.55;0.54
2237;0.55;0.53
2255;0.55;0.51
2251;0.56;0.51
2241;0.56;0.5
2218;0.55;0.5
2261;0.55;0.5
2257;0.55;0.5
2247;0.55;0.5
2224;0.56;0.5
2171;0.56;0.5
2046;0.56;0.5
1753;0.56;0.5
2178;0.56;0.51
2181;0.56;0.51
2177;0.56;0.52
2167;0.56;0.52
2185;0.5;0.51
2181;0.5;0.51
2188;0.5;0.51
2191;0.5;0.51
2194;0.5;0.52
2190;0.5;0.52
2180;0.5;0.52
2198;0.5;0.52
2194;0.5;0.52
2201;0.5;0.52
2204;0.5;0.53
2207;0.51;0.53
2203;0.52;0.53
2210;0.52;0.53
2206;0.52;0.54
2213;0.52;0.54
2209;0.52;0.54
2216;0.52;0.53
2219;0.52;0.53
2222;0.52;0.53
2225;0.52;0.54
2228;0.52;0.54
2224;0.53;0.54
2231;0.53;0.53
2227;0.53;0.54
2234;0.53;0.53
2237;0.53;0.54
2233;0.53;0.55
2223;0.53;0.55
2200;0.53;0.53
2147;0.53;0.53
2248;0.53;0.53
2244;0.53;0.53
2251;0.53;0.53
2254;0.53;0.53
2250;0.53;0.53
2240;0.52;0.53
2258;0.52;0.53
2254;0.52;0.53
2261;0.52;0.54
2264;0.52;0.55
2267;0.51;0.55
2263;0.51;0.55
2270;0.5;0.55
2266;0.51;0.55
2273;0.51;0.54
2276;0.51;0.55
2279;0.51;0.55
2275;0.51;0.55
2265;0.51;0.55
2242;0.5;0.55
2189;0.51;0.53
2290;0.5;0.53
2293;0.5;0.53
2296;0.51;0.53
2299;0.51;0.53
2295;0.52;0.53
2285;0.52;0.52
2303;0.51;0.52
2306;0.51;0.52
2302;0.52;0.52
2309;0.52;0.52
2312;0.52;0.52
2315;0.53;0.52
2318;0.53;0.52
2321;0.53;0.53
2317;0.53;0.53
2324;0.53;0.54
2320;0.53;0.54
2327;0.53;0.54
2323;0.53;0.54
2330;0.53;0.53
2333;0.53;0.53
2336;0.53;0.53
2332;0.54;0.51
2339;0.54;0.52
2342;0.55;0.52
2345;0.55;0.52
2341;0.55;0.52
2348;0.54;0.52
2351;0.55;0.52
2347;0.55;0.52
2354;0.54;0.52
2350;0.54;0.53
2340;0.54;0.52
2317;0.55;0.5
2360;0.55;0.5
2363;0.55;0.5
2366;0.56;0.5
2362;0.56;0.5
2369;0.56;0.5
2365;0.57;0.48
2372;0.56;0.48
2375;0.56;0.49
2371;0.56;0.49
2361;0.56;0.49
2379;0.56;0.49
2382;0.57;0.49
2378;0.58;0.49
2385;0.58;0.49
2388;0.59;0.49
2384;0.59;0.49
2391;0.59;0.49
2387;0.6;0.49
2394;0.6;0.49
2397;0.6;0.48
2400;0.6;0.48
2403;0.61;0.49
2399;0.61;0.49
