0.57333333;300
0.57142857;308
0.57029703;301
0.56908665;280
0.56877323;272
0.56849315;306
0.56726457;278
0.5664488;304
0.5658363;271
0.56558773;270
0.56502242;305
0.56494845;302
0.56351039;279
0.56338028;307
0.56312625;274
0.56289979;303
0.56177606;273
0.56097561;296
0.5609375;295
0.55982906;276
0.55921053;277
0.55719557;299
0.5565371;298
0.5559322;297
0.55520505;268
0.55500821;269
0.55488722;294
0.55475504;293
0.55416667;275
0.55369596;265
0.55319149;267
0.5506135;68
0.5502008;94
0.54927302;69
0.5492595;90
0.54896142;63
0.54861111;158
0.54794521;292
0.54761905;95
0.54751526;148
0.54714475;264
0.54706534;62
0.546851;61
0.5467944;67
0.54674556;89
0.54619787;59
0.54606742;153
0.54600484;262
0.54599156;70
0.54598117;92
0.54591837;151
0.54534462;103
0.54534084;64
0.5451895;266
0.54500495;74
0.54497908;75
0.54474708;150
0.54472985;96
0.54467681;73
0.54458599;152
0.54431263;66
0.54426905;91
0.54394904;263
0.54382826;244
0.54377104;163
0.54376931;259
0.54368932;246
0.54360465;258
0.54343808;285
0.54336283;175
0.54317897;290
0.5431426;72
0.54306569;159
0.54291417;65
0.54283217;71
0.54283054;149
0.54255319;287
0.54246745;40
0.54245754;286
0.54241338;289
0.54240537;35
0.54237288;93
0.54231434;164
0.54229935;76
0.54228625;60
0.54221388;245
0.54212933;41
0.54210526;291
0.54207921;147
0.54172245;34
0.54160363;160
0.5415677;39
0.54152824;87
0.54142357;78
0.5412234;157
0.54090354;155
0.5408805;161
0.54087014;31
0.54077792;104
0.54076851;97
0.54071661;162
0.54071429;145
0.54061252;131
0.54054054;146
0.54054054;248
0.54026354;44
0.5401718;36
0.54011194;176
0.54011194;203
0.54004577;143
0.53993174;42
0.539801;174
0.53968816;58
0.53952843;132
0.5395189;243
0.53940217;84
0.53926097;102
0.53923541;247
0.53903346;80
0.53900709;32
0.53896104;144
0.53895582;120
0.53889675;43
0.53870626;100
0.53858785;242
0.53850296;88
0.53839733;284
0.53822394;228
0.53820598;101
0.53819444;261
0.53816047;98
0.53812636;250
0.53810082;154
0.53790614;79
0.53772836;46
0.5375982;38
0.5375982;77
0.53757962;156
0.5375134;37
0.53733766;256
0.53728883;33
0.53724247;112
0.53713123;99
0.53706294;107
0.53699466;45
0.536862;168
0.53677343;57
0.53645267;260
0.53639083;177
0.53636364;252
0.53614947;201
0.53611738;288
0.53577818;122
0.53571429;111
0.53553299;81
0.53536755;172
0.53536346;204
0.53534304;178
0.53523035;106
0.53502694;173
0.53502627;202
0.53485425;130
0.53484848;110
0.53465347;257
0.53464052;105
0.53442029;166
0.53411306;194
0.53409091;193
0.53401522;29
0.53391053;108
0.53388383;30
0.53386454;328
0.53384913;327
0.53381643;181
0.53372093;128
0.53346856;196
0.5334507;165
0.53333333;82
0.53279786;83
0.53244838;109
0.53242836;134
0.53236607;127
0.53235653;129
0.53197674;133
0.53189493;123
0.53179191;255
0.53176931;124
0.53172205;142
0.53169856;116
0.53160454;188
0.53157895;140
0.53156997;229
0.53136531;192
0.53134635;125
0.53127678;121
0.53108535;115
0.53104925;224
0.5308642;222
0.53083882;86
0.53053716;200
0.53051643;214
0.53029316;199
0.53003802;119
0.52996845;241
0.52991453;282
0.52970923;182
0.52966361;171
0.52965661;314
0.5295203;326
0.52947368;205
0.52941176;141
0.52934662;315
0.5292172;206
0.52920228;118
0.52894212;195
0.52889858;179
0.52888087;191
0.52879079;313
0.52878465;249
0.52875696;167
0.52864157;215
0.52863726;117
0.52861953;138
0.52855659;85
0.52854812;137
0.52844311;283
0.52807882;231
0.52803738;187
0.52798982;254
0.527897;126
0.52787258;180
0.52785388;114
0.52753108;217
0.52718894;230
0.52715655;136
0.52715655;253
0.52710177;281
0.52705411;221
0.52705061;190
0.52690583;251
0.52666667;47
0.5266055;218
0.52631579;216
0.52607184;207
0.52599179;310
0.52574103;135
0.52570093;311
0.52513966;50
0.5251076;197
0.525;329
0.52496218;240
0.52487562;336
0.52431012;183
0.52418896;198
0.52413793;139
0.5235792;208
0.52356688;209
0.52330294;225
0.52315394;317
0.52313576;113
0.52310375;312
0.52309985;186
0.52303523;169
0.52278177;334
0.52269601;184
0.52230611;227
0.52219873;223
0.52194861;170
0.52148438;220
0.52139037;237
0.52116788;239
0.52108434;213
0.52088167;234
0.52056404;316
0.52045728;226
0.52034632;48
0.52023121;212
0.52011096;211
0.52;210
0.51924799;49
0.51905312;309
0.51901141;219
0.51869607;51
0.51865009;325
0.51862464;185
0.51858108;189
0.51856946;319
0.51827243;233
0.51813472;232
0.51788269;320
0.51656627;321
0.51653944;236
0.51608392;238
0.51597052;335
0.51569507;331
0.51554828;323
0.51531151;55
0.51530612;324
0.51527094;52
0.51521739;330
0.51507208;318
0.51487414;332
0.51459459;56
0.51443299;54
0.51359517;53
0.5126183;322
0.51157125;235
0.50823529;333
0.49269425;7
0.49127581;10
0.49112426;11
0.49095607;8
0.49066724;4
0.49062071;9
0.49032587;6
0.49032372;12
0.49017791;13
0.48987854;14
0.4897333;5
0.48963945;16
0.48946797;17
0.48929693;3
0.48911524;15
0.48883579;2
0.48859273;18
0.48820384;28
0.488;27
0.48798077;26
0.48783032;1
0.4877193;25
0.48726494;19
0.48712268;23
0.48659441;24
0.48620067;21
0.4860515;22
0.48528321;20
0.56565657
0.51136364
0.55633803
