0.59558824;79;;0.54493464;1;;
0.59225092;91;;0.55211268;2;;
0.58977901;80;;0.55861366;3;;
0.58576642;90;;0.5609493;4;;
0.58510638;92;;0.55336427;5;;
0.58484525;69;;0.54897219;6;;
0.57864078;68;;0.55357143;7;;
0.57846952;81;;0.55335968;8;;
0.57841484;89;;0.55357143;9;;
0.57692308;93;;0.55042017;10;;
0.57675112;78;;0.5450517;11;;
0.57619577;70;;0.56686047;12;;
0.57465278;45;;0.546875;13;;
0.57422512;23;;0.55614267;14;;
0.57330416;49;;0.556804;15;;
0.57173448;47;;0.55137845;16;;
0.57160048;71;;0.5476493;17;;
0.57111597;50;;0.55525965;18;;
0.57110609;60;;0.5520111;19;;
0.57084189;46;;0.55331412;20;;
0.57049608;82;;0.55102041;21;;
0.57023061;103;;0.54545455;22;;
0.57021277;48;;0.57422512;23;;
0.57020548;26;;0.55711775;24;;
0.56903766;52;;0.56690141;25;;
0.56859206;100;;0.57020548;26;;
0.56822107;56;;0.56302521;27;;
0.56808511;102;;0.54672897;28;;
0.5673913;51;;0.54572714;29;;
0.56690141;25;;0.54639175;30;;
0.56686047;12;;0.54572271;31;;
0.56646217;53;;0.54191617;32;;
0.56617647;85;;0.53822153;33;;
0.56607495;54;;0.56071429;34;;
0.56431535;101;;0.54489796;35;;
0.56389452;57;;0.55072464;36;;
0.56338028;87;;0.55532787;37;;
0.56302521;27;;0.55072464;38;;
0.56225681;55;;0.54491018;39;;
0.56144068;58;;0.54545455;40;;
0.5609493;4;;0.55109489;41;;
0.56071429;34;;0.55044248;42;;
0.55981941;61;;0.55631399;43;;
0.55981595;86;;0.55329949;44;;
0.55965293;59;;0.57465278;45;;
0.55927476;74;;0.57084189;46;;
0.5588697;96;;0.57173448;47;;
0.55863192;88;;0.57021277;48;;
0.55861366;3;;0.57330416;49;;
0.55818966;104;;0.57111597;50;;
0.55772114;76;;0.5673913;51;;
0.55748663;83;;0.56903766;52;;
0.55711775;24;;0.56646217;53;;
0.556804;15;;0.56607495;54;;
0.55678233;77;;0.56225681;55;;
0.55631399;43;;0.56822107;56;;
0.55614267;14;;0.56389452;57;;
0.55592935;67;;0.56144068;58;;
0.55537721;98;;0.55965293;59;;
0.55532787;37;;0.57110609;60;;
0.55525965;18;;0.55981941;61;;
0.55377574;62;;0.55377574;62;;
0.55357143;7;;0.5518018;63;;
0.55357143;9;;0.55257271;64;;
0.55337079;84;;0.55194805;65;;
0.55336427;5;;0.55291577;66;;dur 5
0.55335968;8;;0.55592935;67;;dur 10
0.55331412;20;;0.57864078;68;;
0.55329949;44;;0.58484525;69;;
0.55328467;75;;0.57619577;70;;
0.55291577;66;;0.57160048;71;;
0.55263158;94;;0.55259823;72;;
0.55259823;72;;0.54691689;73;;
0.55257271;64;;0.55927476;74;;
0.55211268;2;;0.55328467;75;;
0.5520111;19;;0.55772114;76;;
0.55194805;65;;0.55678233;77;;
0.5518018;63;;0.57675112;78;;
0.55137845;16;;0.59558824;79;;
0.55109489;41;;0.58977901;80;;
0.55108878;99;;0.57846952;81;;
0.55102041;21;;0.57049608;82;;
0.55072464;36;;0.55748663;83;;
0.55072464;38;;0.55337079;84;;
0.55044248;42;;0.56617647;85;;
0.55042017;10;;0.55981595;86;;
0.55031447;97;;0.56338028;87;;
0.54897219;6;;0.55863192;88;;
0.5476493;17;;0.57841484;89;;
0.54704944;95;;0.58576642;90;;
0.54691689;73;;0.59225092;91;;
0.546875;13;;0.58510638;92;;
0.54672897;28;;0.57692308;93;;
0.54639175;30;;0.55263158;94;;
0.54578755;109;;0.54704944;95;;
0.54572714;29;;0.5588697;96;;
0.54572271;31;;0.55031447;97;;
0.54545455;22;;0.55537721;98;;
0.54545455;40;;0.55108878;99;;
0.5450517;11;;0.56859206;100;;
0.54493464;1;;0.56431535;101;;
0.54491018;39;;0.56808511;102;;
0.54489796;35;;0.57023061;103;;
0.54191617;32;;0.55818966;104;;
0.54069767;107;;0.53235908;105;;
0.53875236;108;;0.52868852;106;;
0.53822153;33;;0.54069767;107;;
0.53235908;105;;0.53875236;108;;
0.52868852;106;;0.54578755;109;;
