,0
869,10103.5
870,10131.0
871,10190.5
872,10194.0
873,10268.5
874,10284.0
875,10283.5
876,10359.0
877,10443.5
878,10439.0
879,10367.5
880,10373.0
881,10419.5
882,10357.0
883,10324.5
884,10405.0
885,10327.5
886,10318.0
887,10374.5
888,10427.0
889,10365.5
890,10413.0
891,10461.5
892,10467.0
893,10494.5
894,10496.0
895,10585.5
896,10670.0
897,10639.5
898,10544.0
899,10552.5
900,10635.0
901,10631.5
902,10667.0
903,10762.5
904,10803.0
905,10851.5
906,10798.0
907,10855.5
908,10864.0
909,10885.5
910,10899.0
911,10872.5
912,10893.0
913,10854.5
914,10827.0
915,10796.5
916,10824.0
917,10829.5
918,10803.0
919,10838.5
920,10812.0
921,10818.5
922,10884.0
923,10916.5
924,10834.0
925,10913.5
926,10934.0
927,10910.5
928,10840.0
929,10827.5
930,10776.0
931,10573.5
932,10528.0
933,10514.5
934,10593.0
935,10672.5
936,10726.0
937,10744.5
938,10675.0
939,10725.5
940,10734.0
941,10778.5
942,10732.0
943,10727.5
944,10786.0
945,10793.5
946,10713.0
947,10759.5
948,10771.0
949,10736.5
950,10747.0
951,10833.5
952,10919.0
953,10841.5
954,10787.0
955,10834.5
956,10792.0
957,10737.5
958,10688.0
959,10654.5
960,10673.0
961,10617.5
962,10688.0
963,10686.5
964,10589.0
965,10640.5
966,10598.0
967,10563.5
968,10576.0
969,10581.5
970,10612.0
971,10655.5
972,10647.0
973,10682.5
974,10731.0
975,10778.5
976,10774.0
977,10806.5
978,10849.0
979,10852.5
980,10888.0
981,10919.5
982,10953.0
983,10909.5
984,10867.0
985,10896.5
986,10854.0
987,10926.5
988,10987.0
989,10974.5
990,10970.0
991,11063.5
992,11152.0
993,11157.5
994,11179.0
995,11096.5
996,11010.0
997,11006.5
998,11025.0
999,11052.5
1000,11028.0
1001,10964.5
1002,10976.0
1003,11004.5
1004,10972.0
1005,11035.5
1006,11088.0
1007,11110.5
1008,11096.0
1009,11116.5
1010,11146.0
1011,11124.5
1012,11160.0
1013,11149.5
1014,11157.0
1015,11172.5
