,0
1900,6880.0
1901,6873.5
1902,6886.0
1903,6904.5
1904,6983.0
1905,6982.5
1906,6977.0
1907,6912.5
1908,6948.0
1909,6995.5
1910,7003.0
1911,6960.5
1912,6960.0
1913,6953.5
1914,6894.0
1915,6844.5
1916,6886.0
1917,6861.5
1918,6899.0
1919,6896.5
1920,6907.0
1921,6814.5
1922,6919.0
1923,6930.5
1924,6959.0
1925,6969.5
1926,7005.0
1927,6976.5
1928,6985.0
1929,6986.5
1930,6954.0
1931,6911.5
1932,6837.0
1933,6881.5
1934,6839.0
1935,6867.5
1936,6851.0
1937,6856.5
1938,6887.0
1939,6880.5
1940,6924.0
1941,6913.5
1942,6949.0
1943,6960.5
1944,6921.0
1945,6968.5
1946,6932.0
1947,6935.5
1948,6961.0
1949,6964.5
1950,7004.0
1951,7006.5
1952,7042.0
1953,7005.5
1954,7045.0
1955,7054.5
1956,7042.0
1957,7071.5
1958,7101.0
1959,7048.5
1960,7073.0
1961,7068.5
1962,7141.0
1963,7213.5
1964,7271.0
1965,7330.5
1966,7353.0
1967,7348.5
1968,7357.0
1969,7374.5
1970,7378.0
1971,7394.5
1972,7407.0
1973,7316.5
1974,7273.0
1975,7309.5
1976,7324.0
1977,7402.5
1978,7443.0
1979,7446.5
1980,7452.0
1981,7443.5
1982,7474.0
1983,7495.5
1984,7570.0
1985,7506.5
1986,7501.0
1987,7497.5
1988,7530.0
1989,7535.5
1990,7550.0
1991,7581.5
1992,7508.0
1993,7483.5
1994,7506.0
1995,7514.5
1996,7528.0
1997,7513.5
1998,7528.0
1999,7558.5
2000,7595.0
2001,7621.5
2002,7586.0
2003,7590.5
2004,7592.0
2005,7614.5
2006,7575.0
2007,7594.5
2008,7610.0
2009,7585.5
2010,7591.0
2011,7598.5
