,a_trade-return-bool,b_trade-return,c_rate-return-1,d_rate-return-2,e_rate-return-3,f_rate-return-return-1,g_rate-return-return-2,h_rate-return-return-3,i_volume-return-1,j_volume-return-2,k_volume-return-3,l_volume-return-std-1,m_volume-return-std-2,o_volume-return-std-3
21,1,17,0.00031696000140883266,-0.008456659619450253,-0.0008109360518998736,0.008773619620859086,0.0011278960533087062,-0.008773619620859086,-0.00764572356755038,-0.0011278960533087062,0.00764572356755038,572.0100000000004,3651.590000000001,-15.660000000000025
22,1,16,0.0010316914448970013,-0.0008935575185021959,-0.0011377040318373373,0.0019252489633991973,0.002169395476734339,-0.0019252489633991973,0.0002441465133351413,-0.002169395476734339,-0.0002441465133351413,960.210000000001,556.1099999999992,-454.35999999999956
23,1,11,0.0005405740719408573,-0.0006945972711265773,-0.0016611048465110907,0.0012351713430674345,0.002201678918451948,-0.0012351713430674345,0.0009665075753845134,-0.002201678918451948,-0.0009665075753845134,-103.16000000000008,-315.1499999999995,11.840000000000032
24,0,-7,0.0009022716014436531,0.0011855773141159133,-0.0017073204223901621,-0.00028330571267226026,0.002609592023833815,0.00028330571267226026,0.0028928977365060755,-0.002609592023833815,-0.0028928977365060755,463.0600000000002,216.01999999999953,185.30000000000018
25,1,29,0.0012696397397239485,-0.0010259658883554727,-0.0008958213785071567,0.002295605628079421,0.002165461118231105,-0.002295605628079421,-0.00013014450984831602,-0.002165461118231105,0.00013014450984831602,1820.1100000000001,2076.879999999998,970.81
26,0,-5,0.0011180699317802187,-0.0012963634653877585,0.0003642262735489357,0.002414433397167977,0.000753843658231283,-0.002414433397167977,-0.0016605897389366942,-0.000753843658231283,0.0016605897389366942,1097.31,763.7599999999998,833.59
27,1,37,0.0024234604923632943,-0.006738243591564997,0.0006674445795039653,0.009161704083928291,0.001756015912859329,-0.009161704083928291,-0.0074056881710689625,-0.001756015912859329,0.0074056881710689625,2401.19,2379.52,861.8399999999997
28,1,9,0.0010556161395857409,0.0008802576630184209,-0.0014621490929002646,0.00017535847656731992,0.002517765232486005,-0.00017535847656731992,0.0023424067559186853,-0.002517765232486005,-0.0023424067559186853,137.19000000000005,-171.7200000000007,967.0199999999996
29,0,-79,0.0010227202595593928,-0.00036296397753726847,-3.82700099965837e-05,0.0013856842370966612,0.0010609902695559764,-0.0013856842370966612,-0.00032469396754068475,-0.0010609902695559764,0.00032469396754068475,-17.590000000000146,-718.7900000000002,-116.15
30,1,13,0.0006211723534558078,0.0009572518666411863,-0.002321000896960312,-0.0003360795131853785,0.00294217325041612,0.0003360795131853785,0.0032782527636014986,-0.00294217325041612,-0.0032782527636014986,50.57999999999993,-497.4700000000005,358.96000000000026
31,1,66,0.0012889628203899338,0.0005785303966676768,-0.0009787523860710935,0.0007104324237222569,0.002267715206461027,-0.0007104324237222569,0.0015572827827387704,-0.002267715206461027,-0.0015572827827387704,776.7100000000005,99.46000000000049,-80.02999999999997
32,1,80,0.00035795355334382876,0.00045900785794045803,-0.0025008044545797655,-0.00010105430459662928,0.0028587580079235944,0.00010105430459662928,0.0029598123125202233,-0.0028587580079235944,-0.0029598123125202233,-164.49,-71.98000000000002,-542.5100000000007
33,1,71,0.001397409080522385,-0.001262955590637699,1.6325426385157505e-05,0.0026603646711600842,0.0013810836541372276,-0.0026603646711600842,-0.0012792810170228564,-0.0013810836541372276,0.0012792810170228564,2404.39,2316.1099999999988,-198.0399999999999
34,0,-64,0.0008426542722571661,0.0006029273160724665,-0.0015402043237143371,0.00023972695618469956,0.0023828585959715033,-0.00023972695618469956,0.0021431316397868038,-0.0023828585959715033,-0.0021431316397868038,-606.7300000000005,-1113.1400000000003,-243.41000000000008
35,1,13,0.0008396231417814208,-0.0017419571643131867,2.4539762595434165e-05,0.0025815803060946075,0.0008150833791859866,-0.0025815803060946075,-0.0017664969269086208,-0.0008150833791859866,0.0017664969269086208,1166.519999999999,1434.6100000000006,-157.61000000000024
36,0,-19,0.00034463256866131497,-0.000967445133006821,-0.0023530388805071975,0.001312077701668136,0.0026976714491685127,-0.001312077701668136,0.0013855937475003766,-0.0026976714491685127,-0.0013855937475003766,-214.89999999999986,-314.2800000000002,138.1599999999998
37,0,-63,0.0010140914622316928,0.00033859280828886507,-0.0029783504731126353,0.0006754986539428277,0.003992441935344328,-0.0006754986539428277,0.0033169432814015003,-0.003992441935344328,-0.0033169432814015003,1264.0699999999993,778.1200000000003,334.26
38,1,9,0.0006040762011486899,-0.0011359848716744135,-0.0004234691418379319,0.0017400610728231032,0.0010275453429866217,-0.0017400610728231032,-0.0007125157298364816,-0.0010275453429866217,0.0007125157298364816,1193.1299999999999,1223.4800000000005,182.92000000000002
39,1,22,0.0014467973168485505,-0.00035379685256882096,-0.0007858241489895409,0.0018005941694173716,0.0022326214658380914,-0.0018005941694173716,0.00043202729642072,-0.0022326214658380914,-0.00043202729642072,1336.2900000000009,1099.4899999999998,-157.00999999999976
40,1,9,0.0006936456787628929,-0.0001499567170384141,-0.0009096274693609307,0.000843602395801307,0.0016032731481238236,-0.000843602395801307,0.0007596707523225166,-0.0016032731481238236,-0.0007596707523225166,-155.67999999999984,-3.9799999999999045,-5.810000000000031
41,1,29,0.0005716346111565835,0.0002671214580721299,-0.0018762997406361773,0.00030451315308445355,0.002447934351792761,-0.00030451315308445355,0.002143421198708307,-0.002447934351792761,-0.002143421198708307,-440.34000000000015,-88.86999999999989,334.09000000000015
42,1,11,0.001207122906258618,0.0004592941950697499,-0.000571044754462249,0.0007478287111888681,0.0017781676607208671,-0.0007478287111888681,0.001030338949531999,-0.0017781676607208671,-0.001030338949531999,182.5600000000013,-388.69000000000005,-97.06999999999994
43,1,11,0.004683365672958325,-0.001070252469813396,9.339640704021087e-05,0.00575361814277172,0.004589969265918114,-0.00575361814277172,-0.0011636488768536069,-0.004589969265918114,0.0011636488768536069,7757.080000000001,5428.129999999999,63.420000000000016
44,1,7,0.0010786067557612001,-0.0002535253730935601,1.0492164101919618e-05,0.0013321321288547602,0.0010681145916592806,-0.0013321321288547602,-0.00026401753719547974,-0.0010681145916592806,0.00026401753719547974,527.46,171.63,-2416.3000000000006
45,1,8,0.0009671264913530987,0.0010330649188940734,-0.0015431508777537708,-6.593842754097471e-05,0.0025102773691068696,6.593842754097471e-05,0.0025762157966478442,-0.0025102773691068696,-0.0025762157966478442,-1459.4999999999995,-186.06000000000085,81.13000000000079
46,1,35,0.0002905824858010315,-0.0002542728141128157,-0.0016555965303146562,0.0005448552999138471,0.0019461790161156877,-0.0005448552999138471,0.0014013237162018406,-0.0019461790161156877,-0.0014013237162018406,481.45999999999987,230.63,573.56
47,1,10,0.0012464449984199788,-0.00034379146984616493,2.449676642673312e-05,0.0015902364682661438,0.0012219482319932456,-0.0015902364682661438,-0.00036828823627289804,-0.0012219482319932456,0.00036828823627289804,2571.3599999999997,2449.230000000001,298.61
48,1,34,0.0006949759397570825,-0.0007648684219592651,-0.0002698478338580024,0.0014598443617163475,0.0009648237736150848,-0.0014598443617163475,-0.0004950205881012627,-0.0009648237736150848,0.0004950205881012627,1028.7900000000004,897.29,25.230000000000132
49,0,-44,0.001026748570518198,-0.0004961718959968947,-0.0011592329838260517,0.0015229204665150927,0.00218598155434425,-0.0015229204665150927,0.000663061087829157,-0.00218598155434425,-0.000663061087829157,-2407.72,-1817.67,-482.8299999999995
50,1,6,0.0007235251557344159,0.0004608548513570788,-0.001553116947042345,0.00026267030437733703,0.002276642102776761,-0.00026267030437733703,0.0020139717983994236,-0.002276642102776761,-0.0020139717983994236,-2628.6700000000014,-2099.84,190.47000000000014
51,1,21,3.5315722559718895e-05,-0.0017864259114208664,-0.0006900758967507682,0.0018217416339805852,0.0007253916193104872,-0.0018217416339805852,-0.0010963500146700983,-0.0007253916193104872,0.0010963500146700983,3811.6799999999985,4237.659999999998,289.11
52,0,-36,0.00010578465769858426,-0.002701055489375705,0.00019638968361505407,0.002806840147074289,-9.060502591646981e-05,-0.002806840147074289,-0.002897445172990759,9.060502591646981e-05,0.002897445172990759,720.22,2788.09,880.5899999999999
53,0,-13,0.0005888073083477754,-0.0009988069805510833,-0.00036594546367030105,0.0015876142888988586,0.0009547527720180764,-0.0015876142888988586,-0.0006328615168807823,-0.0009547527720180764,0.0006328615168807823,354.8600000000001,400.7100000000005,-139.95999999999992
54,0,-6,0.0003305991886919026,-0.0035357043623228945,-0.00019757930484622414,0.003866303551014797,0.0005281784935381267,-0.003866303551014797,-0.0033381250574766705,-0.0005281784935381267,0.0033381250574766705,207.23999999999955,883.48,-808.9399999999999
55,1,14,0.0013143306748686406,-0.00032895427535586025,-0.0004003202562050616,0.001643284950224501,0.0017146509310737021,-0.001643284950224501,7.136598084920133e-05,-0.0017146509310737021,-7.136598084920133e-05,733.1799999999998,566.5100000000002,-533.24
56,1,8,0.0006886178714460014,-0.000324107998421668,-0.0005785159776977993,0.0010127258698676693,0.0012671338491438006,-0.0010127258698676693,0.0002544079792761313,-0.0012671338491438006,-0.0002544079792761313,-1173.6700000000014,-1123.8999999999992,-921.6500000000003
57,1,87,0.00025402124706273046,-0.0011475317507249855,-0.000564093843636833,0.0014015529977877159,0.0008181150906995634,-0.0014015529977877159,-0.0005834379070881524,-0.0008181150906995634,0.0005834379070881524,292.83000000000015,22.50999999999999,-119.52000000000001
58,1,91,0.000711497062794382,-0.000977775240161491,-0.0005805080381637828,0.001689272302955873,0.0012920051009581647,-0.001689272302955873,-0.00039726720199770814,-0.0012920051009581647,0.00039726720199770814,726.9800000000002,726.26,-206.32000000000016
59,1,12,0.0008086079997059533,-0.00015627108771788025,-0.0009550608909553905,0.0009648790874238334,0.0017636688906613436,-0.0009648790874238334,0.0007987898032375102,-0.0017636688906613436,-0.0007987898032375102,300.1099999999999,-240.2199999999998,-205.63000000000034
60,1,13,0.0004975536943361665,-0.00012804370558488871,-0.0011879610628290852,0.0006255973999210552,0.0016855147571652519,-0.0006255973999210552,0.0010599173572441965,-0.0016855147571652519,-0.0010599173572441965,-2574.63,-3001.9699999999984,102.35000000000014
61,0,-4,0.0006420396389690885,-0.0014818701342899966,0.00026038683067566165,0.002123909773259085,0.0003816528082934269,-0.002123909773259085,-0.0017422569649656583,-0.0003816528082934269,0.0017422569649656583,322.1700000000005,689.2199999999996,384.43000000000006
62,0,-100,0.0009991911309891947,-0.000859720988029105,-0.00033192083861473433,0.0018589121190182999,0.001331111969603929,-0.0018589121190182999,-0.0005278001494143708,-0.001331111969603929,0.0005278001494143708,260.6500000000001,739.3500000000001,81.85
63,1,30,0.00011280740016535493,-0.0007823649152798389,-0.0014577835185666066,0.0008951723154451939,0.0015705909187319616,-0.0008951723154451939,0.0006754186032867677,-0.0015705909187319616,-0.0006754186032867677,-1318.2099999999996,-1900.8800000000015,-358.2900000000011
64,1,29,0.0013485095668738553,0.0003622453415248681,-0.0008907401251204261,0.0009862642253489872,0.0022392496919942813,-0.0009862642253489872,0.001252985466645294,-0.0022392496919942813,-0.001252985466645294,-852.900000000001,-637.2799999999997,629.1400000000002
65,1,5,0.001031581537529727,-0.00010129000050663162,-0.0008354558165711482,0.0011328715380363587,0.0018670373541008751,-0.0011328715380363587,0.0007341658160645166,-0.0018670373541008751,-0.0007341658160645166,-359.7000000000003,-480.9300000000003,-267.42999999999984
66,0,-1,0.002102969734287037,-0.000578356455542559,-0.0002835997035925976,0.002681326189829596,0.0023865694378796347,-0.002681326189829596,-0.0002947567519499614,-0.0023865694378796347,0.0002947567519499614,-404.1400000000001,-43.329999999999245,-603.2199999999998
67,1,27,0.0008663715980789451,-8.598144233878122e-05,-0.0011833477676166245,0.0009523530404177263,0.0020497193656955695,-0.0009523530404177263,0.0010973663252778433,-0.0020497193656955695,-0.0010973663252778433,-212.23000000000002,-109.82999999999993,669.0600000000001
68,0,-77,0.00017836858459825992,-0.0018332925934979598,-0.00036373832912353567,0.0020116611780962197,0.0005421069137217956,-0.0020116611780962197,-0.0014695542643744241,-0.0005421069137217956,0.0014695542643744241,2054.57,1814.8999999999994,0.38999999999987267
69,0,-112,0.007337809272830652,-0.002264736966977968,-0.0010542682609882897,0.009602546239808621,0.008392077533818942,-0.009602546239808621,-0.0012104687059896783,-0.008392077533818942,0.0012104687059896783,5227.740000000002,3016.209999999998,-8.66000000000031
70,1,78,0.0017826299795874895,7.162041181783715e-06,-0.00014907522918908539,0.0017754679384057058,0.0019317052087765747,-0.0017754679384057058,0.0001562372703708691,-0.0019317052087765747,-0.0001562372703708691,1537.0300000000004,1262.2199999999998,54.64
71,0,-2,0.0023720047626135327,-0.00010723093970037707,-0.0020402984783300677,0.00247923570231391,0.0044123032409436,-0.00247923570231391,0.0019330675386296907,-0.0044123032409436,-0.0019330675386296907,766.5099999999998,519.7400000000002,837.8
72,1,16,2.775285160547887e-05,-0.0007120765302453041,-0.003254797573926519,0.000739829381850783,0.0032825504255319976,-0.000739829381850783,0.002542721043681215,-0.0032825504255319976,-0.002542721043681215,77.75999999999999,-97.55000000000007,-38.41999999999999
73,1,22,0.0014617989378829237,-0.000679028844278417,0.0,0.0021408277821613406,0.0014617989378829237,-0.0021408277821613406,-0.000679028844278417,-0.0014617989378829237,0.000679028844278417,2028.35,2662.92,-662.1600000000001
74,0,-4,0.001994943691105498,0.0003373746509606193,-0.002571252838321126,0.0016575690401448785,0.004566196529426624,-0.0016575690401448785,0.0029086274892817453,-0.004566196529426624,-0.0029086274892817453,-1837.2299999999996,-962.3699999999999,-103.12999999999988
75,1,38,0.001964922494723764,-0.0003307353829339859,-0.0005234993020009505,0.00229565787765775,0.0024884217967247146,-0.00229565787765775,0.00019276391906696455,-0.0024884217967247146,-0.00019276391906696455,3958.27,3815.190000000001,-182.21999999999935
76,0,-16,0.002300927823527194,-0.00015594210295006094,-0.003496865831809569,0.0024568699264772547,0.005797793655336763,-0.0024568699264772547,0.0033409237288595083,-0.005797793655336763,-0.0033409237288595083,1273.369999999999,1212.1799999999996,239.9899999999999
77,1,11,0.0018773524706143254,-0.0004333512731441487,0.00031151241012185944,0.002310703743758474,0.0015658400604924658,-0.002310703743758474,-0.0007448636832660081,-0.0015658400604924658,0.0007448636832660081,428.5799999999999,251.23000000000025,31.760000000000105
78,1,0,0.002203625966362914,-0.0011491611123879077,-0.00034100381419075007,0.0033527870787508217,0.002544629780553664,-0.0033527870787508217,-0.0008081572981971576,-0.002544629780553664,0.0008081572981971576,1078.7699999999986,787.71,-340.6400000000002
79,1,8,0.0009203865623560882,0.000311251016871217,-0.0013688845883545009,0.0006091355454848712,0.002289271150710589,-0.0006091355454848712,0.0016801356052257178,-0.002289271150710589,-0.0016801356052257178,614.6699999999992,100.65000000000009,160.68999999999983
80,1,19,0.0013165092109286532,0.000249638024863999,-0.0007140434290181481,0.0010668711860646542,0.0020305526399468014,-0.0010668711860646542,0.000963681453882147,-0.0020305526399468014,-0.000963681453882147,1171.6800000000003,699.7799999999995,589.54
81,1,13,0.0022620011728894337,0.0003522721554024181,-0.000765601578635973,0.0019097290174870155,0.003027602751525407,-0.0019097290174870155,0.001117873734038391,-0.003027602751525407,-0.001117873734038391,165.1199999999999,618.24,550.6800000000001
82,0,-8,0.00012333380769409752,-0.0012995871477292174,-0.002159141201295239,0.001422920955423315,0.0022824750089893366,-0.001422920955423315,0.0008595540535660216,-0.0022824750089893366,-0.0008595540535660216,-843.9900000000009,-303.1200000000001,-224.61999999999978
83,0,-122,0.0011673705689743674,-0.0004460560016116039,-0.000577359108015182,0.0016134265705859713,0.0017447296769895495,-0.0016134265705859713,0.00013130310640357815,-0.0017447296769895495,-0.00013130310640357815,977.1799999999996,1034.0099999999998,162.65999999999997
84,1,8,0.001672098625478295,0.00017212568043450263,-0.00048391545866154713,0.0014999729450437924,0.002156014084139842,-0.0014999729450437924,0.0006560411390960498,-0.002156014084139842,-0.0006560411390960498,213.38000000000102,207.56999999999994,-274.91999999999985
85,0,-8,0.001743041889232682,0.00022320303556114712,-0.0001862962396822142,0.0015198388536715349,0.0019293381289148962,-0.0015198388536715349,0.0004094992752433613,-0.0019293381289148962,-0.0004094992752433613,1935.8599999999994,943.16,248.21
86,1,54,0.0013204596323317195,0.00027552204176337514,-0.00047169584859648676,0.0010449375905683444,0.0017921554809282063,-0.0010449375905683444,0.0007472178903598619,-0.0017921554809282063,-0.0007472178903598619,1307.3,837.5199999999993,540.7400000000005
87,1,16,0.00296416816277689,0.0006183032304525379,-0.000541076419578968,0.0023458649323243523,0.0035052445823558582,-0.0023458649323243523,0.001159379650031506,-0.0035052445823558582,-0.001159379650031506,2174.060000000001,1370.9999999999998,337.30000000000007
88,0,-55,0.0015093917710196358,0.0005805220344394057,-0.0009098810689665968,0.0009288697365802301,0.0024192728399862326,-0.0009288697365802301,0.0014904031034060025,-0.0024192728399862326,-0.0014904031034060025,-959.6299999999992,-2146.65,-587.7399999999999
89,1,20,0.000999555752998845,-0.002832065029401583,0.0008254371628579317,0.0038316207824004283,0.00017411859014091326,-0.0038316207824004283,-0.0036575021922595147,-0.00017411859014091326,0.0036575021922595147,-31.71999999999997,94.82000000000016,-249.32999999999998
90,0,-74,0.0015192152596732325,-0.00018060191004586095,-0.0008478254167387209,0.0016998171697190935,0.0023670406764119533,-0.0016998171697190935,0.00066722350669286,-0.0023670406764119533,-0.00066722350669286,574.1500000000024,426.42999999999984,-691.0099999999998
91,0,-61,0.00048507915185783075,-0.004468693916089448,1.1832023135625489e-06,0.004953773067947279,0.0004838959495442682,-0.004953773067947279,-0.004469877118403011,-0.0004838959495442682,0.004469877118403011,501.1299999999994,1424.8900000000008,-13.400000000000006
92,0,-38,0.0007818826617521376,-0.0003094304321231464,-0.001143074871404045,0.001091313093875284,0.0019249575331561825,-0.001091313093875284,0.0008336444392808987,-0.0019249575331561825,-0.0008336444392808987,578.0099999999998,105.69000000000005,96.49000000000001
93,1,27,0.0012396617758616544,-0.001093226312231164,0.0006158885076621881,0.0023328880880928186,0.0006237732681994663,-0.0023328880880928186,-0.001709114819893352,-0.0006237732681994663,0.001709114819893352,-613.1799999999998,-1262.0400000000004,2000.1599999999999
94,0,-4,0.0014828596164828702,-0.0005168589334042009,-0.0012814406835608492,0.001999718549887071,0.0027643003000437194,-0.001999718549887071,0.0007645817501566484,-0.0027643003000437194,-0.0007645817501566484,1331.469999999999,426.63000000000056,-521.2800000000004
95,0,-20,0.00036015403511050495,-0.0008121433397057982,-0.001437536674859839,0.001172297374816303,0.0017976907099703438,-0.001172297374816303,0.0006253933351540407,-0.0017976907099703438,-0.0006253933351540407,-1287.3999999999992,-1267.0800000000008,-155.98000000000047
96,1,21,0.0009488365237578408,-0.00047530913097654774,-0.0013333743117399932,0.0014241456547343886,0.002282210835497834,-0.0014241456547343886,0.0008580651807634455,-0.002282210835497834,-0.0008580651807634455,-210.94000000000005,126.76999999999998,1560.3099999999995
97,0,-39,0.001354526606772709,0.0004976954536601226,-0.0014411794107706257,0.0008568311531125863,0.0027957060175433346,-0.0008568311531125863,0.0019388748644307485,-0.0027957060175433346,-0.0019388748644307485,-416.8600000000006,-480.02999999999975,-556.81
98,0,-38,0.0013150634541107618,-0.0005068900845057625,-0.0002259083596792963,0.0018219535386165243,0.001540971813790058,-0.0018219535386165243,-0.0002809817248264662,-0.001540971813790058,0.0002809817248264662,803.21,966.2800000000002,1163.28
99,0,-18,0.0018030386234669845,0.0003426180392042298,-0.00042563208742809705,0.0014604205842627547,0.0022286707108950814,-0.0014604205842627547,0.0007682501266323269,-0.0022286707108950814,-0.0007682501266323269,1029.8799999999997,1325.76,-484.1500000000001
100,0,-8,0.0008294594840944001,-0.0017191267418905426,1.907464145647384e-05,0.002548586225984943,0.0008103848426379263,-0.002548586225984943,-0.0017382013833470164,-0.0008103848426379263,0.0017382013833470164,464.33000000000015,872.35,214.0
101,0,-95,0.0020534252399429854,0.0001525907733446034,-0.0004196486428967677,0.001900834466598382,0.0024730738828397532,-0.001900834466598382,0.000572239416241371,-0.0024730738828397532,-0.000572239416241371,285.46999999999935,703.8899999999999,-363.6100000000008
102,1,18,0.0010847542717801922,5.052947673118643e-05,-0.000525620717358628,0.0010342247950490056,0.0016103749891388203,-0.0010342247950490056,0.0005761501940898144,-0.0016103749891388203,-0.0005761501940898144,77.51000000000022,534.1400000000001,-54.809999999999974
103,0,-20,0.001313906712623419,0.0008070853598962957,-0.0018229971204662841,0.0005068213527271232,0.003136903833089703,-0.0005068213527271232,0.0026300824803625797,-0.003136903833089703,-0.0026300824803625797,1116.7000000000003,687.2599999999995,909.52
104,1,12,0.0034349050089414698,0.003483134111304203,-0.0029129670955795077,-4.82291023627332e-05,0.006347872104520978,4.82291023627332e-05,0.006396101206883711,-0.006347872104520978,-0.006396101206883711,3978.9900000000007,2528.63,826.21
105,1,17,0.0008012538301693783,0.001142064404024565,-0.0086298945050564,-0.00034081057385518677,0.009431148335225778,0.00034081057385518677,0.009771958909080966,-0.009431148335225778,-0.009771958909080966,-1042.3000000000002,-524.7199999999993,1928.9100000000012
106,1,10,0.0007658604352935746,0.0002324303765373252,-0.002252703243892714,0.0005334300587562493,0.003018563679186289,-0.0005334300587562493,0.0024851336204300394,-0.003018563679186289,-0.0024851336204300394,-2620.0200000000013,-1558.1900000000012,-665.6499999999996
107,1,15,0.004602827706168174,-0.0013867965703181927,-0.000810515936963647,0.005989624276486367,0.0054133436431318205,-0.005989624276486367,-0.0005762806333545457,-0.0054133436431318205,0.0005762806333545457,3638.62,1818.1300000000015,561.5700000000002
108,0,-14,0.001157986156801842,-0.0005978562582740273,-0.0007363411103167623,0.0017558424150758694,0.0018943272671186045,-0.0017558424150758694,0.000138484852042735,-0.0018943272671186045,-0.000138484852042735,-252.8199999999988,-701.5999999999999,-395.28000000000065
109,1,26,0.0014187397009189989,-8.456421242507324e-05,-0.0004559266888979785,0.0015033039133440721,0.0018746663898169774,-0.0015033039133440721,0.00037136247647290527,-0.0018746663898169774,-0.00037136247647290527,-2486.9999999999986,-1239.77,-201.19000000000005
110,1,86,0.0011956849060281867,0.0005521615709706187,-0.002765399003311515,0.0006435233350575681,0.003961083909339701,-0.0006435233350575681,0.0033175605742821338,-0.003961083909339701,-0.0033175605742821338,-359.1900000000014,-230.62000000000012,769.1299999999999
