,a_trade-return-bool,b_trade-return,c_rate-return-std-1,d_rate-return-std-2,e_rate-return-std-3,f_rate-return-return-1,g_rate-return-return-2,h_rate-return-return-3,i_volume-return-1,j_volume-return-2,k_volume-return-3,l_volume-return-std-1,m_volume-return-std-2,o_volume-return-std-3
64,0,-8,0.0007999376779042627,0.001384001507204683,0.0007423392337185672,0.0013144255276797726,0.5433642208448538,0.2587245787919388,0.393958935000198,-0.000825499427153132,-0.09076636549739078,0.2230409207654483,0.4201744220333601,0.3277323171279896
65,1,17,0.0007346162674989493,0.0012514822077990832,0.000543380252485129,0.0008784409479141852,0.36198547201876324,0.9682719434785139,-0.04750433821214382,-0.19451766252960218,-0.09294406482065641,0.26994641628045096,0.4030450754607373,0.6298350031357032
66,0,-1,0.0008296055689409489,0.0012667540297195239,0.0008623481168510653,0.0017225830752390335,0.3338077899419329,0.630923574358114,-0.27269809229140146,-0.5817372257531689,-0.634438121714956,0.2637037469488123,0.2685383089914582,0.7178350956157142
67,0,1,0.0007583094423739544,0.0009614488421299844,0.0008248984582864781,0.0007311305305744686,0.448657463130642,1.254810092539781,-0.06853547724801036,-0.07556015390086962,-0.049376857048530884,0.20211718531485623,0.32242820750797846,0.6912904767676296
68,0,-1,0.0013024645254528502,0.00031693953358134287,0.000702451144584722,0.001791945685251351,0.4313802660002118,3.3279408465842115,0.7920530746183478,-0.4856974921630094,2.174618630314833,0.34024376454153216,0.4687663904180264,0.8746156604857083
69,1,18,0.0010367523148689351,0.00047349438715158236,0.001166720712446371,0.002092191656085704,0.6589482838692726,2.8130453364576464,0.6319187190972924,1.512793733681462,0.2601300891351485,0.4027215866887864,1.0462596087348186,0.9702999181678549
70,1,11,0.0009488228054210116,0.0004003463279338144,0.0011647757815258048,0.0019653210476703762,0.6865657771001684,0.9926666339827331,-0.22735949538682848,0.4280482842804827,0.034509380066393876,0.41955389227231416,1.0142718412195983,1.0100881567810316
71,1,5,0.0009609854292510799,0.00029011647574323266,0.00113419604808689,0.0008953974993323229,-1.8694867393060834,-0.5191208946110437,0.6478192546031376,0.9929269114179857,0.017812464545253648,0.3860631692168639,0.9179186378236565,3.773741453298653
72,0,1,0.0008555214479019246,0.0009606552661543756,0.0004005090200255291,0.0012648038651471199,-1.0020464323899498,-0.05084472144054835,-0.33448082024408493,0.7264083556881853,1.448331166016472,0.314987088306171,0.519554559702879,3.8458813182277938
73,0,-10,0.0006396076869716074,0.0004895960309740077,0.0002041585872343063,0.0007412475917143069,0.24416848384753856,1.4242544279115552,0.887039037910462,0.2301576785477674,-0.5353327326554254,0.3684283732930152,0.5207896062443709,0.6076458314833644
74,0,-12,0.0005495265811907665,0.000716603700166568,0.00036224579304046324,0.00033518339029439003,0.32479474202898145,0.43855178257863614,-0.10781408666411377,0.0189635680682688,25.022181502555693,0.38657084900247163,0.5883438877484999,8.27276253895782
75,0,-2,0.0006543038779738619,0.0006618125591793769,0.0003315954884077299,0.0004739704719525983,-2.422059448381061,-7.4210140022334015,-0.052096222326786366,-0.4260494667574315,1.579689298043728,0.3507121972956744,0.5697964152357176,8.266804378054477
76,0,-15,0.0011954372357173202,0.0015200286793165163,0.0008679170602578383,0.0006143406118026692,-1.2687036613803357,3.537437792201941,0.1869403391158609,0.3026868434166232,0.21328973539243348,0.3752903765138804,0.38084178658002166,1.2257282236749347
77,0,-14,0.0007647844955775381,0.0011703172856986077,0.0005359883557998782,0.0002813960861696058,0.10188035772713849,0.29169963481471267,0.05406680603244863,0.16701521184862622,-0.39080597014925383,0.20234258456363424,0.17142769095973132,0.33571555493007466
78,0,-21,0.0009574002374021555,0.001410682037595538,0.0009292159895444926,0.0014274139250408716,0.8976681962704224,2.842682293137546,-0.018589512398203337,-0.2302195329891535,0.3130642591609131,0.15338360348233787,0.32527000139944356,0.33217780158698446
79,0,-2,0.0005180720560013601,0.0005975385357837577,0.0008066141493799991,0.00070693796088013,0.457098081748821,4.576396773492339,-0.38874307012873116,-0.04013898873711973,0.6247673738501622,0.6025878898087638,0.32681482136147577,2.411233288130852
80,1,13,0.0005075783797147287,0.0003102046230958269,0.0005127343171471585,0.0007754026000394225,1.6884520069322537,-2.480641609386961,0.1720757474273885,0.15976415429423915,1.6342168674698794,0.3387426576043717,0.35331317125540146,0.9020831758521615
81,1,10,0.0005832851904079592,0.0004161269946940687,0.00024854889453106036,0.0018213902566894464,0.7171800947295855,13.530302769747856,-0.3599394438320613,1.0493683992545042,-0.04609653446576173,0.338594941307016,0.7205902765485994,31.04636157946928
82,1,18,0.0008959450880633191,0.0005002473535413168,0.00012049954489214898,0.0027248853242566465,1.1142510088547315,-2.536395507935491,0.06071829993419203,0.2748652502840017,-0.23732435475128222,0.1896264181311931,1.2599567303812047,1.546836174826798
83,0,-12,0.0009484880779208607,0.00046728366826992706,0.0003586512761256657,0.00039885371082971823,0.22669692480362955,0.30170765144362044,0.028916576697499138,-0.4844086021505376,0.29181644691745,0.23071663226316952,0.4432189246868028,0.32666437309967594
84,0,-7,0.0004561656630338689,0.0007612237021569969,0.00038694175116796596,0.00039184834718677285,-0.6325399583032755,-1.7122134351277802,-0.265082278602447,-0.486614069256924,-0.9872822078087244,0.45985754931964773,0.6228977219019581,0.4884740563292216
85,0,-18,0.0017515644909482755,0.0029538350829693854,0.0007305031202040518,0.0002544424761053602,-0.15525771773272054,-0.04115880659009649,-0.5003536918869643,0.7186617246052605,0.05104204596568697,0.23939601460852292,0.36959315711841073,0.5906494297335403
86,1,15,0.0005255168121954443,0.002178551803900016,0.0007109883711188029,0.0007647063048465027,0.5314272844357961,1.691318599108505,-0.37837569302307067,-0.5718566485142544,1.3160883280757094,0.48725314927455127,0.6470251671109399,0.6075659392372683
87,0,-16,0.0006253834388636332,0.001781518715023599,0.00023983581779727582,0.00029646404765224735,-0.3691776990319253,-0.2417239326774049,-0.2635692418512518,-0.1439541845633214,-0.6627554882664648,0.30521164825965996,0.647993307736492,0.6635620130506754
88,1,4,0.0013493821260086923,0.0025592243546881154,0.00029320300707333716,0.00024041358144625275,-0.3040071741131845,-0.3300839774942302,-0.17031403756471186,-0.3770108122362869,0.20967741935483872,0.6435114554476681,0.40457727670035437,1.365900456724978
89,0,-23,0.000712648505477095,0.0012628017880568785,0.00046309315409003303,6.15003043634159e-05,-0.10331746047485393,-1.9988340856069364,0.29882417959370344,-0.766703163583842,0.881875,0.10222373005589647,0.5479343292492033,1.4154814313335937
90,0,-12,0.0010817948345220483,0.001145265243862995,0.0004796053677476573,0.0023015331492295234,0.6965939201417548,0.7301898124505644,0.19991814137845568,-0.005406627357157667,0.23380845211302828,0.16793845253903575,0.5679777862359583,0.7178744043855125
91,0,-5,0.0009337241250403547,0.0006663072562016252,0.00028574722498694746,0.0004398323077587496,4.8960664151880415,-6.369310363182753,0.22544631879211122,0.021480293531612904,-0.19931426001911084,0.29701956106655175,0.6240358394056634,0.5978513486165965
92,1,22,0.0006821222375210396,0.0006321025793594272,0.0005349172199993364,0.00036485869205458727,-0.313192399350385,-1.2300663431161072,-0.10146513123019106,-0.518948492127035,-0.644402870466032,0.23005559499056333,0.615852742303754,1.1704356135353693
93,1,14,0.000748404141581943,0.000941826694181096,0.0004575208359356717,0.0006822842297014317,19.31253970805938,1.3031403655475642,0.5494485532632667,0.3614582069634846,-0.1077760435426422,0.29413758740880663,0.32820262853235416,1.9596136362663943
94,0,-17,0.0008109885380807403,0.0011026231762066394,0.0008829792478051646,0.00021332651347132577,0.04358908216550952,0.14402178021683776,-0.1634833424903854,0.020703149655999502,0.05374341999402348,0.38603311729348155,0.34166694725167185,1.7352230028751205
95,0,-21,0.00117219356232895,0.001968663340770434,0.001707705587136784,0.001735532472932957,-0.763733576755588,-2.8011116222118253,0.13417325460501803,-0.0729921133107998,0.12100810387839518,0.2041226710555504,0.19340172666969832,0.6173028496478993
96,1,31,0.0016037997392116862,0.0015479484331181483,0.0013318943764234895,0.0017357459098041321,0.47926237210399464,0.721869879012547,0.06377939583901959,-0.005858957932949703,-0.3258010402224452,0.1744022365761341,0.15308401875789066,0.3932801816621305
97,1,10,0.0007903275002024014,0.0010536283055517961,0.0011351892246391276,0.0012204310074662148,-1.2755865590314042,-9.24399656041037,-0.10737353201224878,-0.405311199703723,0.367731376849512,0.32893721799221504,0.30213298014036116,0.2483284416069012
98,1,9,0.0005510322251527577,0.0020119037975447627,0.0013268195717715387,0.0008483850914418453,0.194104487903987,0.3012869947915506,-0.19563179905499972,0.05684734305564272,-0.7103056198026095,0.18469095509399644,0.1355205103376904,0.42583436333505825
99,0,-11,0.00043093855037358244,0.0012299147695696735,0.0008712110287668047,0.0006898850236998003,-0.26962115510623513,-0.6265058966381878,0.570353538334415,0.15049779007991432,-0.523322998872604,0.27819113732634504,0.2402274907717711,0.5907543500468189
100,0,0,0.000473266515328165,0.001209369953017599,0.0005812633537950199,0.00041963469268862185,0.16114868410025315,0.912307613117098,-0.126655663015455,-0.058368780556683285,-0.23747131788101483,0.2855836417758418,0.2555736723093939,0.6047222116420221
101,0,-9,0.0003873259903986651,0.00035535057527306594,0.0001245874864145832,0.0009221121947738063,6.2232495248130215,-3.0337222586327193,-0.43337801285807165,0.4095048717438856,-0.07504780114722755,0.6527748957243383,1.093445097109815,0.5909653258696187
102,0,-3,0.0007159041217689906,0.0004790639329527811,0.0001708104504417697,0.0021357482648898516,1.3206386774987178,7.35157070812046,0.21825265628140023,0.3382225513210342,0.04475742160807821,0.2296801225695556,0.520514469126889,1.4312360434543712
103,1,5,0.0036736023638400755,0.0006305205167239186,0.0005988417745650341,0.0020906950901393552,-1.6751258129858249,-0.8550172161283148,-0.3097515059356074,0.24796834030910533,-0.13564980252021813,0.6671697668165429,0.4883530442319587,2.985500522781761
104,0,-11,0.0006270838705855795,0.0005526813919826718,0.0014275227036880428,0.0028419515369822006,1.113133073383691,25.27320998161174,0.23306970531671398,0.2757464530246349,0.6209630393827935,0.5670160589691886,0.4966237815896208,2.2803844976767063
105,1,14,0.00044657237517390394,0.0006008934049289184,0.0009290497719956628,0.0006557758717692873,0.7261173619677947,7.616911960637936,0.07266790583279749,-0.2132105762663752,-0.4752187403907976,0.30205158795497206,0.31499519248499114,0.35329823935835886
106,0,-44,0.00088238419843995,0.0002783220957795167,0.0006346661103962208,0.0028260149377169336,0.5255390233442366,2.4506484438809304,0.11581572190400988,0.40614965456845437,0.9419951178852114,0.16973360978031854,0.2241868076076539,0.5545677365786869
107,0,-1,0.0010855336403754329,0.001392611115166158,0.0006151049800438499,0.0015851999870882517,0.4731504736209388,2.4866149789252217,-0.15719022139552852,-0.42626789420467226,0.27516971754152025,0.2216111841178179,0.4112905610820076,0.3253712499281467
108,0,-10,0.0009556779008856005,0.0007907116392449159,0.00024286027832250186,0.0008159176244560151,0.5045167971065332,0.9022433076517756,-0.17174051212444383,-0.42590286425902835,-0.19525474061929632,0.18283858616967344,0.3758558225760946,0.4819547339676412
109,0,-13,0.0004957889358755253,0.0005532335219305567,0.00046892196409927,0.00010163741716106851,0.08849294135426626,1.9491720018826082,0.1922169423074811,-0.33151285480754933,-0.36573033707865166,0.30243430501463964,0.38942022306391444,0.5185407386170373
110,1,7,0.0010097180618550243,0.00036120170056425186,0.00035994945388281553,0.0021964909042067426,1.8491702289195124,-4.627810008162105,0.7522708829611794,0.8353339269813,1.9803291850662372,0.394069204278935,2.5591676240243193,0.9750620721029568
111,1,5,0.0014911080447963182,0.0003573206909982315,0.00037058185813764003,0.003466679181287131,0.8135638353955614,3.6895123947153174,0.21727287466897272,0.424653482082488,-0.615063137554487,0.3349414866217946,0.5880273377003544,0.9209588589872301
112,1,9,0.0010139821733224827,0.0010672754964580198,0.00029007559863015005,0.0027043019601863923,4.104045474638654,5.902264414721403,0.5979520102052841,0.23887132084650892,-0.0012042751768783187,0.27050072095175476,0.3119529877930842,0.5737589106589249
